OBJECTID,ACRES,ZPREFIX,ZCASE,ZREVISION,ZYEAR,SPPREFIX,SPCASE,SPREVISION,SPYEAR,ZONING,REDEFINE1,DATE_APPRO,LABEL1,ORD_NUM,HISTORIC,GEN_ZONE,INSERT_DATE,UPDATE_DATE,ANID,TOD
1417041,1.10644062,Z, , , , , , , ,S-1, , ,S-1 HP, ,HP,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70594, 
1417042,6.64570003,Z,62, ,02, , , , ,C-1,Z-62-02,10-30-2002,C-1*,G-6688, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70595, 
1417043,39.39862026,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:06+00,2024/06/20 22:39:30+00,70404, 
1417044,3.11062545,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70405, 
1417045,5.02113427,Z,136, ,65, , , , ,R-4,Z-136-65, ,R-4,G-731, ,MF Residential,2023/04/17 20:31:06+00,2024/08/22 15:52:12+00,70406, 
1417046,14.88984594,Z, , , , , , , ,S-1, , ,S-1, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70407, 
1417047,0.80432618,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70409, 
1417048,4.35659998,Z,59, ,16, , , , ,C-2,Z-59-16, ,C-2*,G-6268, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70410, 
1417049,4.5388963,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70411, 
1417050,1.69963489,Z,225, ,83, , , , ,R-3A,Z-225-83, ,R-3A*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70412, 
1417051,15.44687493,Z,2, ,95, , , , ,R1-10,Z-2-95, ,R1-10 PRD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70197, 
1417052,120.3002047,Z,305, ,85, , , , ,R1-6,Z-305-85, ,R1-6*, , ,SF Residential,2023/04/17 20:31:06+00,2024/04/09 16:52:57+00,70198, 
1417053,0.00548941,Z, , , , , , , ,R-3, , ,R-3 HP, ,HP,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70199, 
1417054,5.96974428,Z,145, ,97, , , , ,C-2,Z-145-97,04-01-1998,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70200, 
1417055,3.26989781,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70202, 
1417056,2.28589799,Z,72, ,94, , , , ,R1-6,Z-72-94, ,R1-6*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70203, 
1417057,24.28656903,Z,174, ,01, , , , ,R1-6,Z-174-01, ,R1-6 PRD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70204, 
1417058,3.0806123,Z, , , , , , , ,R-4, , ,R-4 RI, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70205, 
1417059,7.05111054,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70206, 
1417060,0.67105372,Z,206, ,84, , , , ,R-O,Z-206-84, ,R-O, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70334, 
1417061,5.06803124,Z,118, ,96, , , , ,C-2,Z-118-96, ,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70335, 
1417062,0.24633783,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70336, 
1417063,28.03635045,Z, , , , , , , ,RE-43, , ,RE-43*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70337, 
1417064,1.66976284,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70338, 
1417065,820.74856105,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:06+00,2024/07/03 23:08:15+00,70339, 
1417066,54.68541237,Z,8, ,04, , , , ,R1-8,Z-8-04,06-02-2004,R1-8 PRD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70340, 
1417067,1.04984894,Z,93, ,87, , , , ,C-2,Z-93-87, ,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70341, 
1417068,59.50027339,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70596, 
1417069,44.58262581,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70597, 
1417070,1.45611591,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70598, 
1417071,39.75068008,Z, , , , , , , ,R1-8, , ,R1-8, , ,SF Residential,2023/04/17 20:31:06+00,2024/08/22 17:11:10+00,70599, 
1417072,150.15732246,Z,14, ,12, , , , ,A-1,Z-14-12, ,A-1*, , ,Industrial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70600, 
1417073,3.90787751,Z, , , ,SP,1, ,08,C-2,Z-SP-1-08, ,C-2 SP*,G-6240, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70601, 
1417074,0.93262927,Z,160, ,85,SP, , , ,C-2,Z-160-85, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70602, 
1417075,1.60931733,Z,399, ,83, , , , ,C-3,Z-399-83, ,C-3*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70603, 
1417076,33.45426413,Z, , , ,SP,7, ,12,C-2,Z-SP-7-12, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70604, 
1417077,4.10718021,Z, , , ,SP,11, ,99,C-2,Z-SP-11-99, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70413, 
1417078,0.76318737,Z, , , , , , , ,R-4, , ,R-4, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70414, 
1417079,4.96923419,Z, , , , , , , ,COUNTY, , ,COUNTY, , ,County,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70415, 
1417080,0.61784295,Z,25, ,13, , , , ,C-1,Z-25-13,09-14-2013,C-1*,G-5841, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70416, 
1417081,106.02150251,Z,301,A,84, , , , ,R1-8,Z-301-84, ,R1-8 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70417, 
1417082,39.64014246,Z,109, ,98, , , , ,R1-10,Z-109-98, ,R1-10 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70418, 
1417083,0.70733364,Z,27, ,68, , , , ,C-2,Z-27-68, ,C-2,G-867, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70419, 
1417084,1.78473791,Z,133, ,00, , , , ,C-2,Z-133-00,04-04-2001,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70420, 
1417085,2.27893329,Z, , , , , , , ,RE-35, , ,RE-35, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70421, 
1417086,1.90749899,Z,301,A,84, , , , ,R1-8,Z-301-84, ,R1-8 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70422, 
1417087,1.37282997,Z,156, ,76, , , , ,PAD-15,Z-156-76, ,PAD-15*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70423, 
1417088,0.75811752,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70424, 
1417089,72.68217159,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70207, 
1417090,134.25057573,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:06+00,2024/11/19 21:43:15+00,70208, 
1417091,1.29405837,Z,116, ,02, , , , ,R1-10,Z-116-02,03-05-2003,R1-10 HP, ,HP,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70209, 
1417092,17.49572485,Z,75, ,72, , , , ,R-5,Z-75-72, ,R-5*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70210, 
1417093,1.83629073,Z,18, ,04, , , , ,PSCOD,Z-18-04,05-02-2007,PSCOD*,G-4889, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70211, 
1417094,0.76843524,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70212, 
1417095,0.80357845,Z,97, ,92, , , , ,A-1,Z-97-92, ,A-1*, , ,Industrial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70213, 
1417096,1.0535224,Z, , , ,SP,15, ,97,C-2,Z-SP-15-97,06-04-1997,C-2 SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70214, 
1417097,38.87788162,Z, , , , , , , ,RE-35, , ,RE-35, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70215, 
1417098,48.40881542,Z,237,G,85, , , , ,R1-6,Z-237-85, ,R1-6 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70342, 
1417099,10.17972989,Z,8, ,05, , , , ,S-1,Z-8-05,03-30-2005,S-1,G-4888, ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70343, 
1417100,0.54269166,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70344, 
1417101,0.05488644,Z, , , ,SP,11, ,01,RE-43,Z-SP-11-01,12-04-2002,RE-43 SP*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70345, 
1417102,125.01522346,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70346, 
1417103,0.99136005,Z,334, ,83, , , , ,C-3,Z-334-83, ,C-3*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70347, 
1417104,7.94585006,Z, , , , , , , ,PAD-2, , ,PAD-2, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70348, 
1417105,9.29550964,Z, , , , , , , ,PAD-9, , ,PAD-9, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70605, 
1417106,0.2335744,Z,122, ,04, , , , ,C-3,Z-122-04, ,C-3 HP, ,HP,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70606, 
1417107,3.02548136,Z,127, ,04, , , , ,R-3,Z-127-04,02-02-2005,R-3 RI HP, ,HP,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70607, 
1417108,28.03987382,Z,13, ,16, , , , ,R1-8,Z-13-16, ,R1-8 PCD*,G-6201, ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70608, 
1417109,91.45450117,Z,82, ,04, , , , ,R1-8,Z-82-04,11-3-2004,R1-8*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70609, 
1417110,0.26116866, ,ANX, ,14, , , , ,S-1,ANX 460,12/17/2014,S-1,G-5966, ,SF Residential,2023/04/17 20:31:06+00,2024/02/28 15:55:40+00,70610, 
1417111,10.57183162,Z,53, ,01, , , , ,S-1,Z-53-01,07-05-2001,S-1, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70611, 
1417112,0.77166945,Z, , , ,SP,19, ,94,R1-10,Z-SP-19-94, ,R1-10 SP*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70612, 
1417113,15.49426569,Z,97, ,00, , , , ,C-2,Z-97-00,02-07-2001,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70613, 
1417114,9.45969791,Z, , , , , , , ,R-3A, , ,R-3A, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70425, 
1417115,0.13402757, ,ANX, ,15, , , , ,A-2,ANX 468,3/18/2015,A-2,G-6012, ,Industrial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70426, 
1417116,4.01067908,Z, , , , , , , ,R-5, , ,R-5, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70427, 
1417117,0.198107,Z,129, ,04, , , , ,R-5,Z-129-04,03-02-2005,R-5 RI*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70428, 
1417118,75.57388533,Z,48, ,03, , , , ,R1-18,Z-48-03,10-15-2003,R1-18*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70429, 
1417119,5.41404722,Z,48, ,88, , , , ,R1-10,Z-48-88, ,R1-10*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70430, 
1417120,0.27378657,Z,204, , , , , , ,R-5,Z-204-62,6/28/17,R-5*,G-6333, ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70431, 
1417121,0.66332917,Z,1, ,10, , , , ,DTC-WARE,Z-1-10,03-03-2010,DTC-Warehouse HP*,G-5490,HP,Downtown Code,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70432, 
1417122,2.61366915,Z,76, ,03, , , , ,P-1,Z-76-03,06-09-2004,P-1*,G-0000, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70433, 
1417123,0.23484307,Z,16, ,08, , , , ,C-2,Z-16-08, ,C-2, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70434, 
1417124,1.02512849,Z,89, ,05, , , , ,R-3,Z-89-05,11-02-2005,R-3 HP, ,HP,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70435, 
1417125,4.81855527,Z, , , , , , , ,R-5, , ,R-5 RI, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70922, 
1417126,7.83346459,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70923, 
1417127,5.11286889,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70924, 
1417128,3.71719436,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70925, 
1417129,6.38853477,Z,95, ,73, , , , ,PAD-14,Z-95-73,06/17/1975,PAD-14*,G-1467, ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71190, 
1417130,12.18516411,Z,229, ,85, , , , ,R1-6,Z-229-85, ,R1-6*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71191, 
1417131,14.5238572,Z,2, ,19,SP, , , ,A-1,Z-SP-2-19,2/03/2021,A-1 SP*,G-6799, ,Industrial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71192, 
1417132,10.00500839,Z,55, ,98, , , , ,R-2,Z-198-82,02-03-1999,R-2*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71193, 
1417133,0.43942784,Z,128, ,85, , , , ,C-3,Z-128-85, ,C-3*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71194, 
1417134,2.26325956,Z,344, ,84, , , , ,C-2,Z-344-84, ,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71195, 
1417135,1.90712818,Z, , , , , , , ,PAD-14, , ,PAD-14, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71196, 
1417136,15.28433767,Z,125, ,97, , , , ,R-3A,Z-125-97, ,R-3A*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71015, 
1417137,2.59000333,Z, , , , , , , ,R-4A, , ,R-4A, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71016, 
1417138,12.68532051,Z,275,U,80, , , , ,C-2,Z-275-U-80, ,C-2 PCD*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71017, 
1417139,14.84907521,Z, , , , , , , ,PAD-12, , ,PAD-12, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71018, 
1417140,3.30829787,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71019, 
1417141,78.63284205,Z,107, ,77, , , , ,PAD-3,Z-107-77, ,PAD-3*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71020, 
1417142,4.59712349,Z,31, ,16, , , , ,DTC-WARE,Z-31-16,10-05-2016,DTC-Warehouse HP,G-6219,HP,Downtown Code,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71021, 
1417143,5.15210644,Z,169, ,73, , , , ,PAD-15,Z-169-73,1/29/1974,PAD-15,G-1339, ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71022, 
1417144,18.46,Z,122, ,00, , , , ,C-2,Z-122-00,4/06/2022,C-2*,G-6977, ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71023, 
1417145,6.38478064,Z,32, ,03, , , , ,R-3,Z-32-03, ,R-3*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70788, 
1417146,25.9610986,Z,84, ,84, , , , ,R1-10,Z-84-84, ,R1-10*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70789, 
1417147,3.68140485,Z, , , , , , , ,R-5, , ,R-5 HP, ,HP,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70790, 
1417148,42.14472349,Z, , , , , , , ,R1-10, , ,R1-10, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70791, 
1417149,5.87695066,Z,373, ,85,SP,7, ,86,C-2,Z-SP-7-86, ,C-2 SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71072, 
1417150,1.29436902,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71073, 
1417151,3.94725014,Z, , , ,SP,3, ,66,R-4,Z-SP-3-66, ,R-4 SP*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71074, 
1417152,4.43600325,Z, , , ,SP,23, ,69,R-3,Z-SP-23-69, ,R-3 SP*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71075, 
1417153,0.35408046,Z,1, ,10, , , , ,DTC-COMM1,Z-1-10,03-03-2010,DTC-Commercial Corridor HP*,G-5490,HP,Downtown Code,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71076, 
1417154,17.6241047,Z,43, ,72, , , , ,PAD-10,Z-43-72, ,PAD-10*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71077, 
1417155,3.82058867,Z,92, ,08, , , , ,S-1,Z-92-08, ,S-1, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71078, 
1417156,7.02490944,Z,289, ,84, , , , ,PCD,Z-289-84, ,PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71197, 
1417157,9.93498172,Z, , , , , , , ,C-3, , ,C-3, , ,Commercial,2023/04/17 20:31:06+00,2024/05/20 22:17:08+00,71198, 
1417158,0.12909393,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71199, 
1417159,1.40540237,Z, , , , , , , ,C-O, , ,C-O, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71200, 
1417160,81.23739841,Z,48, ,00, , , , ,CP/GCP,Z-48-00, ,CP/GCP M-R*, , ,Industrial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71201, 
1417161,1.24615789,Z,48, ,05, , , , ,CP/GCP,Z-48-05,05-02-2007,CP/GCP*,G-4888, ,Industrial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71202, 
1417162,0.37526436,Z,216, ,81, , , , ,R-3,Z-216-81, ,R-3*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71203, 
1417163,0.23622516,Z,341, ,83, , , , ,P-1,Z-341-83, ,P-1*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71204, 
1417164,26.95450919,Z,289,F,84, , , , ,R1-10,Z-289-84, ,R1-10 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71024, 
1417165,0.99179296,Z,128, ,97, , , , ,R-3A,Z-128-97,03-04-1998,R-3A DNS/WVR*,G-0000, ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71025, 
1417166,2.34778711,Z,63, ,16, , , , ,PUD,Z-63-16, ,PUD*,G-6269, ,PUD,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71026, 
1417167,2.99989401,Z,116,D,81, , , , ,C-2,Z-116-D-81, ,C-2 PCD*,G-3049, ,Commercial,2023/04/17 20:31:06+00,2023/09/22 22:41:44+00,71027, 
1417168,0.6630582,Z,95, ,94, , , , ,R-O,Z-95-94, ,R-O*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71028, 
1417169,104.76814684,Z,11, ,75, , , , ,R1-8,Z-11-75, ,R1-8 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71029, 
1417170,18.28331563,Z,119, ,74, , , , ,C-1,Z-119-74, ,C-1*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71030, 
1417171,5.00577818,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71031, 
1417172,0.3586107,Z,37, ,12, , , , ,R-O,Z-37-12,03-06-2013,R-O*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71032, 
1417173,1.03694485,Z,73, ,15, , , , ,R-4A,Z-73-15,02-03-2016,R-4A*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71033, 
1417174,35.69639396,Z,117, ,05, , , , ,PCD,Z-117-05,03-07-2007,PCD*,G-0000, ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70792, 
1417175,1.7230764,Z,323,A,83, , , , ,C-O,Z-323-83, ,C-O H-R*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70793, 
1417176,1.41627783,Z,32, ,95,SP,8, ,95,C-2,Z-SP-8-95,03-29-1995,C-2 SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70794, 
1417177,16.93980091,Z,14, ,96, , , , ,C-2,Z-14-96, ,C-2 DNS/WVR*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70795, 
1417178,0.07156094,Z, , , , , , , ,P-1, , ,P-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70796, 
1417179,3.12943616,Z,49,B,75, , , , ,RE-35,Z-49-B-75, ,RE-35 PCD*, , ,SF Residential,2023/04/17 20:31:06+00,2024/11/05 20:54:19+00,70797, 
1417180,60.46729846,Z,112, ,99, , , , ,R1-6,Z-112-99, ,R1-6 PRD*, , ,SF Residential,2023/04/17 20:31:06+00,2023/09/20 22:27:33+00,70798, 
1417181,16.63592692,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,70799, 
1417182,0.61838529,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71079, 
1417183,0.22949667,Z, , , ,SP,9, ,78,C-2,Z-SP-9-78, ,C-2 H-R SP*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71080, 
1417184,10.8688168,Z,95, ,04, , , , ,R1-8,Z-95-04,12-08-2004,R1-8*, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71081, 
1417185,2.51362947,Z, , , ,SP,26,A,76,PAD-15,Z-SP-26-A-76, ,PAD-15 SP*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71082, 
1417186,7.35498686,Z,47, ,89, , , , ,C-1,Z-47-89, ,C-1*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71083, 
1417187,1.23341417,Z,128, ,04, , , , ,C-3, , ,C-3 HP, ,HP,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71084, 
1417188,63.13586701,Z, , , , , , , ,R-4A, , ,R-4A, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71085, 
1417189,0.50010479,Z, , , , , , , ,C-1, , ,C-1, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71086, 
1417190,19.61161741,Z,69, ,99, , , , ,C-2,Z-69-99, ,C-2*, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71205, 
1417191,21.98066098,Z, , , , , , , ,R1-14, , ,R1-14, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71206, 
1417192,0.70356899,Z, , , , , , , ,R-3, , ,R-3, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71207, 
1417193,12.58478399,Z,1, ,84, , , , ,R-3A,Z-1-84, ,R-3A*, , ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71208, 
1417194,4.99,Z,25, ,22, , , , ,PUD,Z-25-22,9/07/2022,PUD*,G-7015, ,PUD,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71209, 
1417195,6.75983718,Z,135, ,04, , , , ,R-2,Z-135-04,03-02-2005,R-2 PCD*,G-0000, ,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71210, 
1417196,0.49896244,Z, , , , , , , ,R-O, , ,R-O, , ,Commercial,2023/04/17 20:31:06+00,2024/02/02 22:42:42+00,71211, 
1417197,0.35798084,Z,127, ,04, , , , ,R-5,Z-127-04,02-02-2005,R-5 RI HP, ,HP,MF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71212, 
1417198,6.2739792,Z, , , , , , , ,C-2, , ,C-2, , ,Commercial,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71034, 
1417199,1.19135782,Z, , , , , , , ,R1-18, , ,R1-18, , ,SF Residential,2023/04/17 20:31:06+00,2023/04/17 20:31:06+00,71035, 
1417200,0.43019466,Z, , , , , , , ,R1-6, , ,R1-6, , ,SF Residential,2023/04/17 20:31:06+00,2023/05/23 21:14:51+00,71036, 
