GLOBALID,OBJECTID,ZONE_TYPE,ZONE_TYPE_DECODE,HEIGHT,FRONTAGE,FRONTAGE_DECODE,CONDITIONAL,ZONING,ZN_CASE_NUM,ZN_CASE_SUFFIX,ZN_CASE_YEAR,ZONE_CASE,EFF_DATE,ORDINANCE,PLAN,PLAN_NAME,INTO_UDO,COND_LINK,SHAPEAREA,SHAPELEN
{7DCDEF4B-536E-43EA-B9FE-1651BE8632DE},529213,R-1,Residential-1,,,,,R-1,38,,1994,Z-38-1994,1994/07/05 04:00:00+00,441ZC349,,,"20130901; TC-3-12; 151TC357",,4497133.4450633,10155.3953161523
{7DFC190F-6F06-4F2F-8349-5B79564D1666},529214,R-6,Residential-6,,,,-CU,R-6-CU,8,,2000,Z-8-2000,2000/02/15 05:00:00+00,731ZC472,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-008-00-ORD.pdf,31486.6830885253,631.553233155099
{7E19807B-E981-4921-8C07-89D8DED051C6},529215,R-6,Residential-6,,,,-CU,R-6-CU,2,,2019,TCZ-2-2019,2019/11/06 05:00:00+00,019ZC784,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/TCZ-02-19-ORD.pdf,69719.5458496972,1073.53604410079
{7E281BE3-1DF3-40DB-8953-CFAF5B424FDF},529216,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,38782.15757262,855.454458397459
{7E31B5FF-6BED-4CF5-B371-33EBBF2563DD},529217,CM,Conservation Management,,,,,CM,49,,2008,Z-49-2008,2008/11/04 05:00:00+00,473ZC627,,,"20130901; TC-3-12; 151TC357",,14620.5935306138,960.385744057561
{7E571437-AC83-449F-A5F3-6362D66BAAA7},529218,R-10,Residential-10,,,,,R-10,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,124992.804272925,1745.61245719652
{7E6DF5B5-B7E5-4973-B17C-90EDC1DFBA4E},529219,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,532065.06549316,3303.5971550859
{7E7EE1E2-1C80-4404-872F-A0AC8C6C3D08},529220,OX-,Office Mixed Use,5,,,-CU,OX-5-CU,73,,1996,Z-73-1996,1997/01/21 05:00:00+00,043ZC403,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-073-96-ORD.pdf,368847.12564467,3617.82432233301
{7F09193D-5817-4729-9E21-D2769CFEABFF},529221,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,664754.284370495,3784.04400201799
{7F4A84EE-0D8C-40D1-8950-E53D58CE00D1},529222,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,14,,1990,Z-14-1990,1990/09/04 04:00:00+00,641ZC277,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-014-90-ORD.pdf,26695.4876812686,1194.38715281376
{7F6EED28-92A4-4665-A86B-E45C8F505B0C},529223,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,44,,2023,Z-44-2023,2024/02/06 05:00:00+00,601ZC874,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-044-23-ORD.pdf,58591.7693673502,971.841242236885
{7F882B7D-D9C8-4ED7-B563-54234821953F},529224,CX-,Commercial Mixed Use,3,-PK,Parkway,-CU,CX-3-PK-CU,62,,1995,Z-62-1995,1995/09/05 04:00:00+00,712ZC370,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-062-95-ORD.pdf,2219873.68812306,11010.2304289916
{7FF6033A-9780-4027-875D-FAA047D764D2},529225,NX-,Neighborhood Mixed Use,4,-SH,Shopfront,,NX-4-SH,21,,2015,Z-21-2015,2015/09/01 04:00:00+00,482ZC714,,,"20150901; Z-21-15; 482ZC714",,31453.9122892389,708.900756533757
{800B4C80-A1F1-4F7C-8F45-7B7BEDB482C7},529226,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,861485.281392659,4776.54621542507
{8021965A-D395-493A-9498-BB9D065FEB00},529227,DX-,Downtown Mixed Use,5,,,,DX-5,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,128087.1217824,1593.69397942422
{8025B2CE-EE23-42A0-BDDE-19C9FDEB480A},529228,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,1207639.77968392,10386.7136280284
{804707C4-9CEF-45D9-87F1-FFC46FD1EC5E},529229,CM,Conservation Management,,,,,CM,70,,1983,Z-70-1983,1983/07/19 04:00:00+00,150ZC122,,,"20130901; TC-3-12; 151TC357",,14889.5330593257,1077.24096031581
{807A19FD-C933-4806-9496-A667ABE73B45},529230,NX-,Neighborhood Mixed Use,3,-PL,Parking Limited,,NX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,18471.1536034679,710.003882378413
{80C6B3E9-6CAE-43F3-A6DB-F3ED0FAC26F3},529231,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,69,,1986,Z-69-1986,1987/03/17 04:00:00+00,941ZC209,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-069-86-ORD.pdf,10309.6548621056,414.208274057699
{81029FDB-7ABC-4EF2-9442-79DA0B802823},529232,OX-,Office Mixed Use,3,-DE,Detached,,OX-3-DE,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,153641.165914358,1707.44820354867
{811957C2-E336-4383-9186-2E3B78CECAAE},529233,R-6,Residential-6,,,,,R-6,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,354.093570879151,95.2613410368637
{812FEAF8-CFF5-49FE-8B9D-C1C9145EC871},529234,R-6,Residential-6,,,,,R-6,67,,1971,Z-67-1971,,,,,"20130901; TC-3-12; 151TC357",,1348024.90494138,9803.04599501932
{81A28140-AF9C-4393-8139-E6AA6EADD4E8},529235,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,872924.895001403,6493.29028000678
{821DFFF2-3E8E-466E-B03E-E36DA95C5A84},529236,CM,Conservation Management,,,,,CM,33,,1998,Z-33-1998,1998/06/02 04:00:00+00,339ZC434,,,"20130901; TC-3-12; 151TC357",,25895.0873472686,1006.20901461953
{8229F87C-15AF-4F35-B16A-C525760F8FB3},529237,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,52,,2019,Z-52-2019,2020/04/07 04:00:00+00,079ZC796,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-052-19-ORD.pdf,134398.942238316,1617.9433508151
{825772B3-CC82-4276-9588-F7842BF64CE3},529238,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,285371.837431606,2584.23595701519
{82C7C0DD-465C-4F2D-97DB-9DD73B00D9F6},529239,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,198521.107129554,2271.13595828652
{835E4C10-FD81-4022-A6A0-3225286B90D8},529240,OX-,Office Mixed Use,3,-PL,Parking Limited,-CU,OX-3-PL-CU,26,,2003,Z-26-2003,2003/08/05 04:00:00+00,491ZC539,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-026-03-ORD.pdf,24414.5348844854,672.759975840386
{839C9EFC-47BE-4C4F-8357-21E871294C62},529241,CX-,Commercial Mixed Use,3,-PL,Parking Limited,,CX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,414742.656187444,2568.9967048416
{839F0CCA-39F5-4A1A-85A5-DCC4EF8B6CF8},529242,DX-,Downtown Mixed Use,3,-DE,Detached,,DX-3-DE,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,413703.58957225,4921.67085806514
{83AFD96F-F39E-4F43-B53E-8935B3C08021},529243,R-10,Residential-10,,,,,R-10,26,,1995,Z-26-1995,1995/04/04 04:00:00+00,601ZC362,,,"20130901; TC-3-12; 151TC357",,284526.326186475,4927.45221704228
{842A51CA-A935-4198-BF27-CF77527C1D48},529244,R-6,Residential-6,,,,-CU,R-6-CU,20,,2007,Z-20-2007,2007/06/05 04:00:00+00,238ZC604,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-020-07-ORD.pdf,134664.173612946,1454.22135493547
{84761E7A-058F-4787-A5F1-58B9B368BAA0},529245,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,29091.1420929866,687.046656606386
{84A77C62-4F2D-4371-A7A3-8AC74428248A},529246,CM,Conservation Management,,,,,CM,,,,,,,,,"20130901; TC-3-12; 151TC357",,259865.567246783,2625.39012989647
{84C0F0BD-B6D0-4261-B44E-CF67FC866FD9},529247,R-1,Residential-1,,,,,R-1,,,,,,,,,"20130901; TC-3-12; 151TC357",,506847.628731072,4666.07841008752
{85453ADB-4F73-49D3-BDBE-3F654AC33000},529248,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,29,,2005,Z-29-2005,2005/07/05 04:00:00+00,868ZC572,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-029-05-ORD.pdf,93927.6187586542,1352.03459732057
{85515516-C37A-43B5-B901-6C2E2EFAA8B8},529249,R-4,Residential-4,,,,,R-4,,,,,,,,,"20130901; TC-3-12; 151TC357",,18572308.0109354,27663.8758874992
{862294ED-EEE0-4015-916A-DAA3999D7FAC},529250,CX-,Commercial Mixed Use,5,,,,CX-5,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,612818.952105952,3366.04887740246
{86551AB4-090D-452B-BBAC-C4D0F53C9743},529251,CM,Conservation Management,,,,,CM,94,,1984,Z-94-1984,1985/02/19 05:00:00+00,500ZC155,,,"20130901; TC-3-12; 151TC357",,63223.7902155331,1497.74750945509
{86B9F24F-0AA2-4593-9AE1-58EE5A4FAECB},529252,RX-,Residential Mixed Use,3,-UL,Urban Limited,-CU,RX-3-UL-CU,9,,2018,Z-9-2018,2018/11/06 05:00:00+00,891ZC771,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-009-18-ORD.pdf,98458.6316134594,1276.36176723066
{87241AB7-9B4D-484F-8970-361D8AE2DFF7},529253,R-4,Residential-4,,,,,R-4,23,,1970,Z-23-1970,,,,,"20130901; TC-3-12; 151TC357",,118172.799778338,1473.87461249293
{87242CCB-1001-45CD-AFEE-83279664AE97},529254,OX-,Office Mixed Use,3,-UG,Urban General,-CU,OX-3-UG-CU,31,,2004,Z-31-2004,2004/06/15 04:00:00+00,653ZC551,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-031-04-ORD.pdf,74436.5893457337,1387.01056382207
{874E21BF-7F7F-42E9-9CF3-385497A751A2},529255,RX-,Residential Mixed Use,3,,,-CU,RX-3-CU,20,,2017,Z-20-2017,2018/01/02 05:00:00+00,784ZC755,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-020-17-ORD.pdf,285279.618355942,2470.10748069
{878EF28D-370A-4B67-B3D6-8F2619551044},529256,OX-,Office Mixed Use,4,,,,OX-4,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,267497.263067453,2164.7585100215
{87C07F60-5A11-4275-B5B3-0EED167C3295},529257,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,14,,2023,Z-14-2023,2023/08/15 16:00:00+00,549ZC864,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-014-23-ORD.pdf,71487.2492598111,1369.99151909557
{87EC79D1-77ED-4D0B-9A6A-F1272616309D},529258,CX-,Commercial Mixed Use,7,-PL,Parking Limited,-CU,CX-7-PL-CU,44,,2015,Z-44-2015,2016/02/16 05:00:00+00,549ZC725,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-044-15-ORD.pdf,110773.649079207,1372.19752982878
{881F4CDF-0284-42F5-BB6E-DC79B13D8657},529259,OX-,Office Mixed Use,5,,,-CU,OX-5-CU,106,,1997,Z-106-1997,1998/03/03 05:00:00+00,290ZC429,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-106-97-ORD.pdf,753310.527868548,4466.39915700151
{88A56E40-2121-4DB0-AE82-405B11BF2D0E},529260,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,51,,1995,Z-51-1995,1995/09/05 04:00:00+00,712ZC370,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-051-95-ORD.pdf,429997.860449259,3290.7774698343
{88B0D347-F223-4EA5-A2CE-3CE64CF02123},529261,R-6,Residential-6,,,,-CU,R-6-CU,99,,1995,Z-99-1995,1995/12/05 05:00:00+00,791ZC379,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-099-95-ORD.pdf,107504.969273302,1382.53625560171
{8930F6D9-E2AF-4111-9C1E-E3809F341EFC},529262,CM,Conservation Management,,,,,CM,127,,1985,Z-127-1985,1985/10/01 04:00:00+00,643ZC170,,,"20130901; TC-3-12; 151TC357",,46056.4337338459,2390.47615684138
{899812FF-4B72-4421-8462-1D3B006305EF},529263,NX-,Neighborhood Mixed Use,5,-GR,Green,-CU,NX-5-GR-CU,27,,2019,Z-27-2019,2020/01/07 05:00:00+00,044ZC787,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-027-19-ORD.pdf,78933.0443823786,1217.82158655092
{89AAFC7A-ED8E-4E88-AA3C-2DD67955EFBD},529264,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,206126.167088935,1846.42161969438
{89C9A4EB-3DDA-45CC-AB9A-7B145067FE2C},529265,RX-,Residential Mixed Use,4,-PL,Parking Limited,-CU,RX-4-PL-CU,11,,2023,Z-11-2023,2023/06/20 16:00:00+00,531ZC862,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-011-23-ORD.pdf,223781.944046115,2190.65083851063
{89D9C12D-305B-4AC7-804D-109BB2534B70},529266,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,33,,2021,Z-33-2021,2021/09/21 04:00:00+00,283ZC827,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-033-21-ORD.pdf,130850.261660176,1612.73641198828
{89F9A006-1603-4233-83C3-3D18C6954953},529267,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,204773.249373457,2086.22123743596
{8A2BECE9-B61F-424C-983E-BE1209D82BAC},529268,R-4,Residential-4,,,,,R-4,,,,,,,,,"20130901; TC-3-12; 151TC357",,284395.298799229,2555.43523553992
{8B46FE67-55F2-4C85-8020-5CC04C86DB5E},529269,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,23048.797160093,625.236531613495
{8B59F52A-F3B3-412D-858C-FDF08AF1827F},529270,IX-,Industrial Mixed Use,5,,,,IX-5,92,C,2022,Z-92C-2022,2024/06/06 16:00:00+00,625ZC881,,,New Bern SAP,,232422.430945794,2396.70706016978
{8B7D74BC-E609-447E-BE6B-C26471D146A8},529271,IH,Heavy Industrial,,,,,IH,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,2589153.25433242,9159.94406781764
{8BD99B35-EA58-41DD-A13D-5A56995A7336},529272,DX-,Downtown Mixed Use,5,-SH,Shopfront,,DX-5-SH,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,13787.8236651534,469.868682973869
{8C206E48-A97A-4CEA-9457-93CCF7EA1145},529273,OX-,Office Mixed Use,7,,,,OX-7,27,D,2014,Z-27D-2014,2016/05/03 04:00:00+00,585ZC729,,,"20160503; Z-27D-14; 585ZC729",,434155.215896363,3502.50858119539
{8C3D4B7B-D18B-436A-ADD6-D3C2FB9BDFCA},529274,CM,Conservation Management,,,,,CM,35,,2001,Z-35-2001,2001/06/05 04:00:00+00,013ZC499,,,"20130901; TC-3-12; 151TC357",,297395.020756505,2461.49773211304
{8C58CA5F-C962-477C-BB61-3951D2EFF148},529275,R-6,Residential-6,,,,-CU,R-6-CU,46,,1986,Z-46-1986,1986/08/05 04:00:00+00,834ZC198,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-046-86-ORD.pdf,76094.7553607909,1189.09665378588
{8C99EE0C-A924-4967-B959-9B062129AF0E},529276,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,87,,1997,Z-87-1997,1997/11/18 05:00:00+00,239ZC424,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-087-97-ORD.pdf,8579.90368435624,537.406562138599
{8D26370E-449D-465D-A947-19EC79860792},529277,CM,Conservation Management,,,,,CM,22,,2008,Z-22-2008,2008/07/15 04:00:00+00,432ZC623,,,"20130901; TC-3-12; 151TC357",,454561.827178861,4541.2087226219
{8D2E4C8C-DBBD-4590-9B85-5CDEA3F6C46C},529278,R-4,Residential-4,,,,,R-4,94,A,1985,Z-94-1985,1985/08/06 04:00:00+00,624ZC167,,,"20130901; TC-3-12; 151TC357",,227009849.197432,90193.0212784603
{8D6EA35C-1540-4414-87C9-FFAFFFDA8AF2},529279,DX-,Downtown Mixed Use,40,-SH,Shopfront,-CU,DX-40-SH-CU,89,,2021,Z-89-2021,2022/07/05 04:00:00+00,400ZC841,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-089-21-ORD.pdf,35721.0553422864,868.579048847373
{8DF99CB5-1B77-44E3-817D-4C4ED91DD775},529280,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,80350.5307202665,1107.70604555433
{8E0056D8-6D75-483C-AF02-78FA8CC36675},529281,IX-,Industrial Mixed Use,3,,,-CU,IX-3-CU,64,,1997,Z-64-1997,1997/09/16 04:00:00+00,201ZC420,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-064-97-ORD.pdf,152953.939184076,1733.36920044774
{8E1EAB4E-FEA7-4B30-B532-4868B69FFC1F},529282,OX-,Office Mixed Use,4,,,-CU,OX-4-CU,2,,2004,Z-2-2004,2004/04/06 04:00:00+00,597ZC548,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-002-04-ORD.pdf,449427.347235534,2877.32698262986
{8E808E94-5178-41AE-9FC7-56195CE8FC94},529283,CM,Conservation Management,,,,,CM,73,,1982,Z-73-1982,1983/03/01 05:00:00+00,074ZC116,,,"20130901; TC-3-12; 151TC357",,31073.6470740382,3027.91212145616
{8E995C77-701D-473A-AE89-FC07391E3BAE},529284,PD,Planned Development,,,,,PD,46,,2006,Z-46-2006,2006/11/07 05:00:00+00,124ZC595,MP-2-06,Windsor Manor,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-046-06-ORD.pdf,1166802.53660546,5057.88890946285
{8EDC9CF6-5C46-4C94-B2FA-7A82E1EE9864},529285,R-10,Residential-10,,,,-CU,R-10-CU,23,,2019,Z-23-2019,2020/05/05 04:00:00+00,084ZC797,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-023-19-ORD.pdf,302236.496143139,3696.8430697054
{8EE9DA13-B34F-49C1-9367-037490305251},529286,R-4,Residential-4,,,,,R-4,,,,,,,,,"20130901; TC-3-12; 151TC357",,130253.44985389,1661.88778803378
{8EFAFD31-4531-443F-B973-FA8556387713},529287,DX-,Downtown Mixed Use,40,-SH,Shopfront,-CU,DX-40-SH-CU,17,,2019,Z-17-2019,2020/09/01 04:00:00+00,131ZC799,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-017-19-ORD.pdf,315808.767616751,3039.15195956319
{8EFDB00A-22F7-47CD-8AF1-FC802A33B632},529288,RX-,Residential Mixed Use,3,-PK,Parkway,,RX-3-PK,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,3758578.6261112,11053.44899625
{8F65DF05-043D-4A72-99D8-333D87173B19},529289,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,174268.681152411,2317.37450983449
{8F8D5CC2-CAAA-471D-95B2-7C020B51F2F6},529290,IX-,Industrial Mixed Use,3,,,,IX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,5959875.25509746,12632.1955845016
{8F967D3D-5833-4F97-83CF-C085EC8477F0},529291,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,27,F,2014,Z-27F-2014,2016/05/03 04:00:00+00,586ZC730,,,"20160503; Z-27F-14; 586ZC730",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-027F-14-ORD.pdf,61229.3028379186,1082.67378718612
{8FA25716-B8C9-475C-B519-4D413BD0B523},529292,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,32202.3113065368,717.546412540244
{908F8B88-832A-4B57-B83D-2A0DEED308DA},529293,IH,Heavy Industrial,,,,-CU,IH-CU,56,,2000,Z-56-2000,2000/07/18 04:00:00+00,842ZC484,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-056-00-ORD.pdf,499407.45812079,2868.6987663066
{911682AA-FADC-4609-914D-45A230B06B23},529294,RX-,Residential Mixed Use,3,,,,RX-3,92,E,2022,Z-92E-2022,2024/08/02 04:00:00+00,654ZC887,,,New Bern SAP,,202765.786657434,2507.85543713228
{9134D9C8-B012-48B0-8542-484412F415A4},529295,R-6,Residential-6,,,,-CU,R-6-CU,62,,2022,Z-62-2022,2023/01/24 17:00:00+00,459ZC851,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-062-22-ORD.pdf,447543.568979376,4617.41349463885
{915A1E33-37C7-4910-855B-5CFDCBA1E52C},529296,OX-,Office Mixed Use,3,-PL,Parking Limited,,OX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,73443.6436250857,1151.22983370052
{9179559B-3720-4AC9-B0E0-E94D21A11CB9},529297,IX-,Industrial Mixed Use,3,,,,IX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1749093.77416358,7527.61240011651
{91A46CE1-A941-45FB-900F-A77663A3A98D},529298,OX-,Office Mixed Use,4,,,-CU,OX-4-CU,19,,2016,Z-19-2016,2016/11/01 04:00:00+00,643ZC736,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-019-16-ORD.pdf,451205.545866847,3738.84045358942
{92267267-0226-48BF-B721-FB3759D7DA6C},529299,R-10,Residential-10,,,,,R-10,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,284323.591525574,2951.55942042347
{923961B4-07D4-46B3-BEFF-126BB03F0755},529300,R-10,Residential-10,,,,-CU,R-10-CU,23,,2017,Z-23-2017,2018/03/06 05:00:00+00,804ZC761,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-023-17-ORD.pdf,403552.55631961,2949.40897653536
{928CD1CF-826D-4685-B695-BE4D74F0E196},529301,R-1,Residential-1,,,,,R-1,78,B,1999,Z-78B-1999,1999/09/21 04:00:00+00,638ZC464,,,"20130901; TC-3-12; 151TC357",,7833635.23343351,20465.8677289032
{92B510B9-4342-403C-BCE6-7C22B272FFAB},529302,IH,Heavy Industrial,,,,-CU,IH-CU,36,B,1989,Z-36B-1989,1989/07/05 04:00:00+00,397ZC255,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-036B-89-ORD.pdf,1439757.28401779,5082.77501656334
{92EAB67B-E677-493D-90CE-F082076956E9},529303,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,215131.971951869,1899.01339114293
{92FE17DE-9EA3-4AC1-BCB9-0E9DD1E96C64},529304,CM,Conservation Management,,,,,CM,35,,2001,Z-35-2001,2001/06/05 04:00:00+00,013ZC499,,,"20130901; TC-3-12; 151TC357",,494011.083961174,4367.58853702511
{935BBC74-7AAD-4CDA-8FDF-05C82126A611},529305,OX-,Office Mixed Use,3,-PL,Parking Limited,,OX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1474332.707961,10569.8431993527
{936CE1EB-6CE2-4585-B47D-169773157DA9},529306,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,24097.3698649417,704.411735484742
