GLOBALID,OBJECTID,ZONE_TYPE,ZONE_TYPE_DECODE,HEIGHT,FRONTAGE,FRONTAGE_DECODE,CONDITIONAL,ZONING,ZN_CASE_NUM,ZN_CASE_SUFFIX,ZN_CASE_YEAR,ZONE_CASE,EFF_DATE,ORDINANCE,PLAN,PLAN_NAME,INTO_UDO,COND_LINK,SHAPEAREA,SHAPELEN
{0038E264-CF26-4BEE-ABAE-06525E95B3A3},528740,RX-,Residential Mixed Use,3,-GP,Green Plus,,RX-3-GP,92,C,2022,Z-92C-2022,2024/06/06 16:00:00+00,625ZC881,,,New Bern SAP,,105716.765901002,1403.35535998861
{00D3DC6F-2751-4D13-80BD-AA163C288D1C},528741,CM,Conservation Management,,,,,CM,36,,1991,Z-36-1991,1991/11/19 05:00:00+00,880ZC301,,,"20130901; TC-3-12; 151TC357",,29366.2745357693,1596.73769375707
{010ADCB5-C68B-4AFB-BCB8-0C7B6AEFE4A7},528742,DX-,Downtown Mixed Use,20,,,-CU,DX-20-CU,5,,2022,Z-5-2022,2022/09/20 16:00:00+00,419ZC844,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-005-22-ORD.pdf,228725.969152824,3081.32670614992
{0155DF9A-A272-4139-8701-294E4F5C2A41},528743,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,61,,2001,Z-61-2001,2001/11/20 05:00:00+00,122ZC508,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-061-01-ORD.pdf,365826.478680238,2784.86213911764
{0164CA21-8C80-4065-BF83-006C29EDDE18},528744,NX-,Neighborhood Mixed Use,3,-PL,Parking Limited,-CU,NX-3-PL-CU,3,,1991,Z-3-1991,1991/06/18 04:00:00+00,793ZC293,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-003-91-ORD.pdf,184852.56283905,2010.05663907886
{01BB2E6E-2BC3-4986-9435-85DA9A672CE0},528745,R-10,Residential-10,,,,-CU,R-10-CU,24,,2006,Z-24-2006,2006/04/04 04:00:00+00,993ZC585,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-024-06-ORD.pdf,387605.125816388,3029.04368693874
{01EAD8B7-ECDC-4900-8246-D86EC7172F13},528746,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,333061.547404344,2549.27666727277
{029F93D4-ECE8-4A20-8F0C-2E7A31DAD526},528747,RX-,Residential Mixed Use,3,,,-CU,RX-3-CU,35,,2012,Z-35-2012,2013/02/05 05:00:00+00,149ZC682,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-035-12-ORD.pdf,24103.1694673529,622.392401712411
{02C83DE0-15E6-49F3-80AD-D6D00E25709C},528748,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,533888.6814032,2932.36307873656
{02DF8136-94BE-4A2A-956C-1D46CFF6739E},528749,R-6,Residential-6,,,,-CU,R-6-CU,11,,2000,Z-11-2000,2000/02/29 05:00:00+00,738ZC473,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-011-00-ORD.pdf,1144862.99544545,5289.21956844886
{02F06B67-8ABB-424F-9395-B5C379586BA4},528750,RX-,Residential Mixed Use,3,-PK,Parkway,,RX-3-PK,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,829376.278494333,4496.71904667773
{03308160-CBA7-4672-9C06-649559B33C39},528751,R-4,Residential-4,,,,,R-4,35,,2001,Z-35-2001,2001/06/05 04:00:00+00,013ZC499,,,"20130901; TC-3-12; 151TC357",,493903.488099608,3159.45243906085
{03A2D4AE-736C-456D-AD37-802299513377},528752,IX-,Industrial Mixed Use,3,,,-CU,IX-3-CU,19,,1990,Z-19-1990,1991/10/01 04:00:00+00,854ZC297,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-019-90-ORD.pdf,125298.325195269,1937.01873811154
{03C50E20-6F9F-440D-91BA-70E2E9604CD6},528753,RX-,Residential Mixed Use,3,,,,RX-3,92,E,2022,Z-92E-2022,2024/08/02 04:00:00+00,654ZC887,,,New Bern SAP,,37480.5747880356,907.397160339785
{03F13BDA-374E-4384-BF08-A5B6EEE9A8E5},528754,R-10,Residential-10,,,,,R-10,62,,1981,Z-62-1981,,,,,"20130901; TC-3-12; 151TC357",,898558.70040161,4050.62614027356
{045D7BA2-7148-424F-8228-54A76EF2CD6D},528755,IH,Heavy Industrial,,,,-CU,IH-CU,59,,1989,Z-59-1989,1990/01/16 05:00:00+00,482ZC267,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-059-89-ORD.pdf,492741.94959186,2832.82588820301
{04CA56A3-95B3-43BD-AEB4-369E92F6DDA0},528756,R-6,Residential-6,,,,,R-6,84,,1986,Z-84-1986,1986/12/16 05:00:00+00,898ZC204,,,"20130901; TC-3-12; 151TC357",,15133603.1276953,21564.0541327272
{04D25995-ABAF-4C4F-B9D3-6DA3D4D6A542},528757,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,7,,2004,Z-7-2004,2004/02/17 05:00:00+00,570ZC546,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-007-04-ORD.pdf,96100.778641581,1332.83926566521
{04E95D6E-62C3-4F3D-97B3-B1B0A42A8080},528758,OX-,Office Mixed Use,3,-GR,Green,-CU,OX-3-GR-CU,37,,1996,Z-37-1996,1996/04/02 04:00:00+00,849ZC386,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-037-96-ORD.pdf,23529.2767043837,665.023577120767
{0505AC51-48C3-42CB-988D-ABBDF97CFB1A},528759,NX-,Neighborhood Mixed Use,3,,,-CU,NX-3-CU,40,,2004,Z-40-2004,2004/09/07 04:00:00+00,697ZC555,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-040-04-ORD.pdf,35863.7065646674,759.670732186188
{054A820F-F65B-457D-B94E-244890CC5AD9},528760,DX-,Downtown Mixed Use,20,-UL,Urban Limited,-CU,DX-20-UL-CU,21,,2020,Z-21-2020,2021/01/19 05:00:00+00,181ZC811,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-021-20-ORD.pdf,48518.486893768,896.001010021937
{05FDABE0-1AA7-4969-B7D4-F8BB3424981F},528761,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,2,,2020,Z-2-2020,2020/04/07 04:00:00+00,079ZC796,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-002-20-ORD.pdf,115827.256711447,1475.13998850048
{060E89A7-4199-4702-8D0B-81A124FDD8C3},528762,NX-,Neighborhood Mixed Use,4,,,-CU,NX-4-CU,19,,2020,Z-19-2020,2020/11/04 05:00:00+00,154ZC805,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-019-20-ORD.pdf,188044.209371411,1937.23659527752
{06908398-75B5-4CA8-A4B6-D183AF70A4F5},528763,CX-,Commercial Mixed Use,5,,,-CU,CX-5-CU,8,,2022,Z-8-2022,2022/08/16 17:00:00+00,407ZC842,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-008-22-ORD.pdf,1033909.63642055,4429.05316679784
{06D73FAC-7AFA-4087-9D48-87EE6350781F},528764,OP-,Office Park,7,-GR,Green,-CU,OP-7-GR-CU,9,,1987,Z-9-1987,1987/04/07 04:00:00+00,953ZC210,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-009-87-ORD.pdf,261589.551776508,2333.56321157897
{075A2325-DF79-4D8D-A0A3-E0196499B6FD},528765,RX-,Residential Mixed Use,3,-PL,Parking Limited,-CU,RX-3-PL-CU,32,,2022,Z-32-2022,2022/11/15 17:00:00+00,439ZC848,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-032-22-ORD.pdf,154448.830483796,1981.34383177957
{075DB2E9-1B68-42B1-8EAC-91B080D21141},528766,R-1,Residential-1,,,,,R-1,,,,,,,,,"20130901; TC-3-12; 151TC357",,515972.238910606,4807.67299360446
{07875BEE-7D15-41BF-AE07-29A095D716B6},528767,R-4,Residential-4,,,,,R-4,35,,2001,Z-35-2001,2001/06/05 04:00:00+00,013ZC499,,,"20130901; TC-3-12; 151TC357",,5809538.91569268,15854.2684656834
{07D80C8A-1152-4B58-9F5D-795B4AD1BA72},528768,NX-,Neighborhood Mixed Use,3,-PL,Parking Limited,-CU,NX-3-PL-CU,59,,1994,Z-59-1994,1994/08/02 04:00:00+00,451ZC350,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-059-94-ORD.pdf,74832.4864014641,1341.65555127505
{0904F339-0414-472A-94BE-3451296FF6EE},528769,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,137204.422340489,2288.05362753467
{09075CF4-EEFC-405C-AC93-D4D64CB951F6},528770,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,9817074.6147697,26341.2232606962
{097056AB-F4BA-45C3-949A-C1E8854AA8C6},528771,NX-,Neighborhood Mixed Use,5,,,,NX-5,92,C,2022,Z-92C-2022,2024/06/06 16:00:00+00,625ZC881,,,New Bern SAP,,52961.7543815468,928.507695681783
{0987F933-68B2-4969-98E0-B25552CBFB2F},528772,CM,Conservation Management,,,,,CM,11,,1985,Z-11-1985,1985/02/05 05:00:00+00,487ZC154,,,"20130901; TC-3-12; 151TC357",,51020.5646125348,1279.41660077558
{0A14FBF0-88BF-47DA-90E2-B69A1497CA25},528773,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,686716.789175899,3944.41002374022
{0ACDCCB8-023A-417C-81ED-DFDECFEFB6CA},528774,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,153236.842543098,1796.32385257682
{0B000C79-9CA1-4E31-8FF2-4D8A9EA92A17},528775,IX-,Industrial Mixed Use,5,,,-CU,IX-5-CU,10,,2019,Z-10-2019,2019/10/15 04:00:00+00,013ZC783,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-010-19-ORD.pdf,121908.537938253,1484.47473738367
{0B2121F7-2926-4EF7-9075-DC4283179234},528776,DX-,Downtown Mixed Use,40,,,-CU,DX-40-CU,19,,2019,Z-19-2019,2019/10/01 04:00:00+00,009ZC782,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-019-19-ORD.pdf,104429.683009819,1303.75011093847
{0B244F94-4BE8-4508-8A1C-72FA56245380},528777,OP-,Office Park,3,,,-CU,OP-3-CU,16,,2000,Z-16-2000,2000/07/05 04:00:00+00,835ZC483,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-016-00-ORD.pdf,45935.1095271858,1192.10609664596
{0B245B2E-DF61-4D98-AAAD-9DA43AB310B5},528778,OX-,Office Mixed Use,5,,,,OX-5,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,3207974.76540646,7854.11172762496
{0B9CC56B-9015-4175-B6C5-A40CB9D169E4},528779,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,40653.4427725508,815.190226698948
{0BF33645-8E3E-43A9-9E94-820FA973FBB5},528780,R-6,Residential-6,,,,-CU,R-6-CU,32,,2000,Z-32-2000,2000/04/18 04:00:00+00,766ZC478,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-032-00-ORD.pdf,142257.18399766,1516.82512872423
{0C206645-D2A2-485D-AF0E-652F3FEA2328},528781,CX-,Commercial Mixed Use,20,,,-CU,CX-20-CU,27,,2020,Z-27-2020,2021/05/04 04:00:00+00,229ZC819,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-027-20-ORD.pdf,1930944.25521573,6388.26365923657
{0C540375-6203-41FA-9F6C-CB5A9B96772D},528782,OX-,Office Mixed Use,3,-PL,Parking Limited,-CU,OX-3-PL-CU,35,,1995,Z-35-1995,1995/09/05 04:00:00+00,712ZC370,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-035-95-ORD.pdf,1009783.91743324,4439.17187953734
{0C849746-17CE-4078-9D11-47723C401E1C},528783,R-10,Residential-10,,,,,R-10,53,,1999,Z-53-1999,1999/08/03 04:00:00+00,615ZC461,,,"20130901; TC-3-12; 151TC357",,1112490.32620006,5625.87113118338
{0C945A21-6067-4D9D-9401-5AB8F72D94D2},528784,R-4,Residential-4,,,,,R-4,,,,,,,,,"20130901; TC-3-12; 151TC357",,27739.3172949611,720.930458133607
{0CD944F3-62B0-4AF0-B133-70A1412D89B6},528785,IH,Heavy Industrial,,,,-CU,IH-CU,49,,2023,TCZ-49-23,2024/02/06 05:00:00+00,601ZC874,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/TCZ-049-23-ORD.pdf,441980.926708377,2704.7104653248
{0D1E8B07-2F20-475B-833A-EAA8E2717DC8},528786,OX-,Office Mixed Use,3,-PL,Parking Limited,,OX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,365967.504257313,2471.1515530579
{0D5792DC-9F18-4481-B080-CFEE64B0A253},528787,R-6,Residential-6,,,,-CU,R-6-CU,14,,2014,Z-14-2014,2014/11/05 05:00:00+00,366ZC703,,,"20141105; Z-14-14; 366ZC703",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-014-14-ORD.pdf,733480.645995278,4170.27729437923
{0DFA366B-4C1D-4376-894C-D4DD6D76EA91},528788,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1530495.96129754,6514.95279172706
{0E1531C0-F23F-4111-8939-BD54735FE4CB},528789,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,530674.419495381,3464.15808137701
{0EF8108B-7F11-4528-9286-189952F87986},528790,R-10,Residential-10,,,,-CU,R-10-CU,66,,2002,Z-66-2002,2003/03/18 04:00:00+00,403ZC533,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-066-02-ORD.pdf,414296.739716664,2759.33508070736
{0F121AFE-A3BB-4AB4-821A-380BE3B79A61},528791,RX-,Residential Mixed Use,3,,,-CU,RX-3-CU,55,,2020,Z-55-2020,2021/08/23 04:00:00+00,268ZC825,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-055-20-ORD.pdf,211280.715034692,3236.14717436746
{1048230E-7B25-4C9A-B103-596D6F4A4ADD},528792,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,162127.504145368,2346.46592718458
{11946803-D933-41B8-8EFD-82D92E965A51},528793,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,9,,2023,TCZ-9-2023,2023/08/15 16:00:00+00,549ZC864,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/TCZ-009-23-ORD.pdf,567754.108821104,3243.17083988235
{11BA1347-7A34-428D-A529-D50694BCF4F4},528794,R-4,Residential-4,,,,,R-4,,,,,,,,,"20130901; TC-3-12; 151TC357",,55528107.8145606,99337.2705789531
{11C900EF-A20A-4ECB-9D88-6CB4A93F7811},528795,CX-,Commercial Mixed Use,7,-PK,Parkway,,CX-7-PK,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,152575.474810815,1785.29658540068
{120168F3-D79F-40F9-99F1-2B112A47C45B},528796,R-6,Residential-6,,,,-CU,R-6-CU,97,,1999,Z-97-1999,1999/10/19 04:00:00+00,667ZC466,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-097-99-ORD.pdf,85957.5059887676,1236.46433326574
{12348102-7D6A-470D-8979-5B009CA820D3},528797,R-6,Residential-6,,,,-CU,R-6-CU,36,,1997,Z-36-1997,1997/05/06 04:00:00+00,106ZC411,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-036-97-ORD.pdf,4235165.27067376,8913.59024021572
{1261E555-B83B-40CC-824D-2C5129CFD5C2},528798,OX-,Office Mixed Use,4,,,-CU,OX-4-CU,75,,1994,Z-75-1994,1995/01/17 05:00:00+00,549ZC357,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-075-94-ORD.pdf,234647.054959606,2154.21833797235
{127A9EAC-E8F1-40FE-AC33-9D299F395960},528799,R-6,Residential-6,,,,-CU,R-6-CU,49,,1997,Z-49-1997,1997/09/02 04:00:00+00,186ZC419,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-049-97-ORD.pdf,367677.265277782,2693.21754889651
{12F617DB-A798-4A85-8C40-74CC7C87D674},528800,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,27,,2013,Z-27-2013,2014/02/04 05:00:00+00,267ZC696,,,"20140204; Z-27-13; 267ZC696",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-027-13-ORD.pdf,37438.7198830598,801.329271722825
{1369A89C-9356-4C7D-910A-A5FD8D0B1895},528801,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,336187.432417145,2601.8766842213
{138079FD-836B-46DE-89FE-BCB38C4CAEF3},528802,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,74264.2492915638,1267.19581141757
{13A5F66A-4709-4916-9C7A-497F33F01D21},528803,DX-,Downtown Mixed Use,40,-UG,Urban General,-CU,DX-40-UG-CU,23,,2020,Z-23-2020,2021/04/06 04:00:00+00,214ZC817,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-023-20-ORD.pdf,67908.9233360137,1220.43390926057
{1437FBF5-0E2A-4E13-9EA6-0B36AF493135},528804,IX-,Industrial Mixed Use,4,-UL,Urban Limited,,IX-4-UL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,129619.32611643,1447.7938335699
{146FD9EF-2750-4717-ACB7-5C1BD87E3EE4},528805,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,592400.393719191,3966.52822283212
{14A68B73-84EE-4ED7-8741-813C8DF37803},528806,R-6,Residential-6,,,,-CU,R-6-CU,38,,1993,Z-38-1993,1993/09/21 04:00:00+00,266ZC333,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-038-93-ORD.pdf,1134062.36705726,5324.90756063291
{14DE9ED3-8603-4891-B963-27FFD0AB5EF4},528807,R-4,Residential-4,,,,,R-4,67,,1980,Z-67-1980,,,,,"20130901; TC-3-12; 151TC357",,2691572.91251423,8162.06733319525
{15944055-1F49-4EF8-9E63-F5C8BC15D23D},528808,IX-,Industrial Mixed Use,3,,,-CU,IX-3-CU,47,,1998,Z-47-1998,1998/11/17 05:00:00+00,453ZC445,,,"20160214; Z-27B-14; 523ZC721",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-047-98-ORD.pdf,93180.6632195631,1294.50748914871
{15992E36-53E3-4A2D-ABE5-BD05FA954276},528809,CM,Conservation Management,,,,-CU,CM-CU,35,,1996,Z-35-1996,1996/11/19 05:00:00+00,007ZC399,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-035-96-ORD.pdf,55105.1564454442,2217.04801215085
{162066D7-92F5-451F-84B0-660EAE14FA4B},528810,R-10,Residential-10,,,,,R-10,,,,,,,,,"20130901; TC-3-12; 151TC357",,105626.041641541,1491.86834482574
{1625E8A5-3276-4374-92B1-4BC41016827B},528811,OX-,Office Mixed Use,3,-GR,Green,,OX-3-GR,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,242042.034541678,2340.9682564793
{169FE225-B094-45D5-8087-79A43000A484},528812,CX-,Commercial Mixed Use,3,,,,CX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,278374.78167895,2750.11821552966
{16AC8CF0-95F9-4C7A-BCD0-06FE8893F5E4},528813,R-6,Residential-6,,,,,R-6,,,,,,,,,"20130901; TC-3-12; 151TC357",,50383.6409866155,1135.31691145431
{16B9BEB4-95F6-416A-8EC3-A4E3E48489A0},528814,R-6,Residential-6,,,,,R-6,30,,1984,Z-30-1984,,,,,"20130901; TC-3-12; 151TC357",,26704.7670389911,721.718432129414
{16CAE5F2-04B9-4429-B3B6-65015C584DAA},528815,IX-,Industrial Mixed Use,4,,,,IX-4,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,22967.3136183313,687.657516586304
{16DB15C2-2EA7-4E30-9F95-C75E43CE8613},528816,OX-,Office Mixed Use,3,,,-CU,OX-3-CU,3,,2021,TCZ-3-2021,2021/09/21 04:00:00+00,283ZC827,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/TCZ-03-21-ORD.pdf,62089.4188739435,1010.89806498616
{176B3261-E32D-4616-B0D5-FFF0438337C0},528817,CM,Conservation Management,,,,,CM,11,,2002,Z-11-2002,2002/02/05 05:00:00+00,153ZC511,,,"20130901; TC-3-12; 151TC357",,37458.2068525216,841.370829073818
{1770F32F-F619-4892-9227-165CFEC0F44D},528818,CX-,Commercial Mixed Use,3,,,-CU,CX-3-CU,68,,2021,Z-68-2021,2022/04/05 04:00:00+00,356ZC837,,,Rezoned after Citywide Rezoning,https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-068-21-ORD.pdf,10693.5068517769,476.106194697382
{17B6E2B8-BE03-4E4C-8391-9D4895957A59},528819,RX-,Residential Mixed Use,3,,,,RX-3,92,B,2022,Z-92B-2022,2024/05/02 04:00:00+00,615ZC878,,,New Bern SAP,,9260.73323923086,412.158693385637
{17DCEC7C-5DF2-4644-BB11-4B95F93F35ED},528820,NX-,Neighborhood Mixed Use,3,,,,NX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,371757.316068897,3039.65547180162
{17F6BB86-03D1-4EB6-93A1-B393B743DDBE},528821,DX-,Downtown Mixed Use,5,,,,DX-5,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,282692.032228204,2135.56002361633
{1835A7E6-EC7F-49C0-B065-BF3A6A5EF6E0},528822,NX-,Neighborhood Mixed Use,3,-DE,Detached,,NX-3-DE,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,5591.20014324402,353.152817794978
{1843B761-075C-4D7D-A373-D2101467E4FA},528823,RX-,Residential Mixed Use,3,,,,RX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,1555518.60844872,7331.43353859264
{188BA317-C8DD-4371-902F-F73F6BE54368},528824,OX-,Office Mixed Use,4,-PL,Parking Limited,,OX-4-PL,49,,2022,Z-49-2022,2022/10/18 16:00:00+00,430ZC846,,,Rezoned after Citywide Rezoning,,14380.9129936634,523.028360099559
{191B7F16-1972-40F2-8DC2-BA79204F0407},528825,CX-,Commercial Mixed Use,3,-PL,Parking Limited,,CX-3-PL,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,813804.809023149,5150.63551214561
{195AC385-2282-424B-BEB5-D346E721DB63},528826,OX-,Office Mixed Use,4,,,,OX-4,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,89760.5814541309,1774.85713031065
{196F07EF-3D9D-4F90-835C-5BD6DFDB5B18},528827,CM,Conservation Management,,,,,CM,69,,1994,Z-69-1994,1994/10/04 04:00:00+00,489ZC353,,,"20130901; TC-3-12; 151TC357",,50127.6108906055,938.481289860414
{19D88921-6BB1-4BD5-A8D7-FF345C16DD87},528828,R-10,Residential-10,,,,-CU,R-10-CU,39,,2004,Z-39-2004,2004/10/19 04:00:00+00,725ZC558,,,"20130901; TC-3-12; 151TC357",https://cityofraleigh0drupal.blob.core.usgovcloudapi.net/drupal-prod/COR22/Z-039-04-ORD.pdf,142356.830576233,1764.06357372606
{19F2F9D0-B427-4134-9242-7497FE97E23D},528829,OX-,Office Mixed Use,3,,,,OX-3,27,B,2014,Z-27B-2014,2016/02/14 05:00:00+00,523ZC721,,,"20160214; Z-27B-14; 523ZC721",,9731538.15916332,19094.4342323895
