OBJECTID,ZONING,ZONE_ORD,PERIMETER,ACRES,ZONE_TYPE,DIS_NAME,ORD_NUMBER,OWNER
50198,SF-6-MH,199-2024,8622.387,96.097,SF-6-MH,MOUNT WASHINGTON,0199-2024,CPE
50199,OL-MH,199-2024,854.453,1.039,OL-MH,HYDE PARK,0199-2024,CPE
50200,SF-4-MH,199-2024,1838.602,3.991,SF-4-MH,WESTWOOD,0199-2024,CPE
50201,CC-P-MH,199-2024,1761.615,2.504,CC-P-MH,MOUNT WASHINGTON,0199-2024,CPE
50202,SF-6-MH,199-2024,2769.712,6.79,SF-6-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50205,OG-MH,199-2024,2406.324,3.126,OG-MH,MOUNT ADAMS,0199-2024,CPE
50206,SF-2-MH,199-2024,8622.603,38.328,SF-2-MH,WEST END,0199-2024,CPE
50211,CN-P-MH,199-2024,1438.087,2.099,CN-P-MH,WALNUT HILLS,0199-2024,CPE
50212,SF-4-MH,199-2024,3783.349,17.395,SF-4-MH,PLEASANT RIDGE,0199-2024,CPE
50213,CN-M-MH,199-2024,1892.067,2.674,CN-M-MH,EAST END,0199-2024,CPE
50214,MG-MH,199-2024,32838.173,449.729,MG-MH,CARTHAGE,0199-2024,CPE
50215,SF-20-MH,199-2024,1680.836,2.972,SF-20-MH,MOUNT ADAMS,0199-2024,CPE
50216,SF-6-MH,199-2024,7686.929,54.522,SF-6-MH,OAKLEY,0199-2024,CPE
50217,RMX-MH,199-2024,798.483,0.732,RMX-MH,EAST WALNUT HILLS,0199-2024,CPE
50220,SF-20-MH,199-2024,18937.317,199.862,SF-20-MH,OAKLEY,0199-2024,CPE
50221,CN-M-MH,199-2024,1351.186,1.76,CN-M-MH,HYDE PARK,0199-2024,CPE
50222,SF-6-MH,199-2024,507.354,0.167,SF-6-MH,HYDE PARK,0199-2024,CPE
50223,ML-MH,199-2024,9289.865,51.696,ML-MH,WALNUT HILLS,0199-2024,CPE
50224,RMX-MH,199-2024,7405.771,16.841,RMX-MH,EAST PRICE HILL,0199-2024,CPE
50227,SF-4-MH,199-2024,26626.927,262.853,SF-4-MH,EAST PRICE HILL,0199-2024,CPE
50228,CG-A-MH,199-2024,11124.008,84.504,CG-A-MH,QUEENSGATE,0199-2024,CPE
50229,CG-A-MH,199-2024,10315.766,82.017,CG-A-MH,WESTWOOD,0199-2024,CPE
50232,SF-4-MH,199-2024,2006.369,2.45,SF-4-MH,MOUNT WASHINGTON,0199-2024,CPE
50233,SF-6-MH,199-2024,1213.816,1.751,SF-6-MH,MOUNT WASHINGTON,0199-2024,CPE
50234,CC-P-MH,199-2024,4404.07,13.034,CC-P-MH,MOUNT WASHINGTON,0199-2024,CPE
50235,SF-20-MH,199-2024,1063.103,0.259,SF-20-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50236,SF-10-MH,199-2024,2922.185,4.459,SF-10-MH,HYDE PARK,0199-2024,CPE
50237,SF-10-MH,199-2024,1468.119,2.909,SF-10-MH,HYDE PARK,0199-2024,CPE
50238,SF-10-MH,199-2024,2797.745,5.589,SF-10-MH,HYDE PARK,0199-2024,CPE
50239,SF-10-MH,199-2024,2269.806,4.412,SF-10-MH,HYDE PARK,0199-2024,CPE
50240,CN-M-MH,199-2024,572.474,0.425,CN-M-MH,CARTHAGE,0199-2024,CPE
50241,SF-10-MH,199-2024,487.321,0.293,SF-10-MH,HYDE PARK,0199-2024,CPE
50242,SF-20-MH,199-2024,13302.469,91.488,SF-20-MH,HYDE PARK,0199-2024,CPE
50243,CN-P-MH,199-2024,1169.261,1.635,CN-P-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50244,SF-20-MH,199-2024,1728.708,3.634,SF-20-MH,HYDE PARK,0199-2024,CPE
50245,SF-20-MH,199-2024,11761.815,84.918,SF-20-MH,HYDE PARK,0199-2024,CPE
50246,SF-20-MH,199-2024,7180.509,30.886,SF-20-MH,HYDE PARK,0199-2024,CPE
50247,SF-10-MH,199-2024,8691.906,46.232,SF-10-MH,MT LOOKOUT,0199-2024,CPE
50248,SF-10-MH,199-2024,2337.11,5.42,SF-10-MH,MT LOOKOUT,0199-2024,CPE
50249,SF-20-MH,199-2024,4653.837,9.958,SF-20-MH,MT LOOKOUT,0199-2024,CPE
50250,SF-6-MH,199-2024,644.925,0.571,SF-6-MH,WEST PRICE HILL,0199-2024,CPE
50251,RF-R-MH,199-2024,6520.59,38.363,RF-R-MH,SEDAMSVILLE,0199-2024,CPE
50252,CN-P-MH,199-2024,3628.314,7.152,CN-P-MH,EAST PRICE HILL,0199-2024,CPE
50253,CN-P-MH,199-2024,2719.236,4.285,CN-P-MH,EAST PRICE HILL,0199-2024,CPE
50256,CC-P-MH,199-2024,669.721,0.35,CC-P-MH,WEST PRICE HILL,0199-2024,CPE
50257,CN-P-MH,199-2024,1908.39,2.078,CN-P-MH,EAST PRICE HILL,0199-2024,CPE
50258,OL-MH,199-2024,394.269,0.193,OL-MH,HYDE PARK,0199-2024,CPE
50259,CC-A-MH,199-2024,1924.5,1.913,CC-A-MH,EVANSTON,0199-2024,CPE
50260,CN-P-MH,199-2024,623.574,0.142,CN-P-MH,OAKLEY,0199-2024,CPE
50261,CC-M-MH,199-2024,5175.141,11.995,CC-M-MH,EAST WALNUT HILLS,0199-2024,CPE
50264,RMX-MH,199-2024,508.875,0.252,RMX-MH,OAKLEY,0199-2024,CPE
50265,MG-MH,199-2024,64862.052,425.66,MG-MH,OAKLEY,0199-2024,CPE
50268,RMX-MH,199-2024,2915.541,6.509,RMX-MH,EAST WALNUT HILLS,0199-2024,CPE
50269,RMX-MH,199-2024,3229.719,5.872,RMX-MH,EAST WALNUT HILLS,0199-2024,CPE
50270,CN-P-MH,199-2024,474.91,0.227,CN-P-MH,WALNUT HILLS,0199-2024,CPE
50271,MG-MH,199-2024,397.912,0.213,MG-MH,LOWER PRICE HILL,0199-2024,CPE
50276,RMX-MH,199-2024,3137.415,8.923,RMX-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50277,RMX-MH,199-2024,786.396,0.434,RMX-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50278,OL-MH,199-2024,5094.365,13.472,OL-MH,EAST WALNUT HILLS,0199-2024,CPE
50279,OL-MH,199-2024,497.69,0.317,OL-MH,EAST WALNUT HILLS,0199-2024,CPE
50280,CN-P-MH,199-2024,609.955,0.299,CN-P-MH,EAST PRICE HILL,0199-2024,CPE
50281,CN-P-MH,199-2024,430.468,0.169,CN-P-MH,EAST PRICE HILL,0199-2024,CPE
50282,CC-M-MH,199-2024,466.852,0.254,CC-M-MH,WEST PRICE HILL,0199-2024,CPE
50285,RMX-MH,199-2024,11738.717,37.526,RMX-MH,COLUMBIA TUSCULUM,0199-2024,CPE
50286,UM-MH,199-2024,5440.014,13.081,UM-MH,CAMP WASHINGTON,0199-2024,CPE
50287,MG-MH,199-2024,156189.635,2422.285,MG-MH,CAMP WASHINGTON,0199-2024,CPE
50290,SF-4-MH,199-2024,6741.199,42.999,SF-4-MH,EVANSTON,0199-2024,CPE
50291,MG-MH,199-2024,62169.434,379.735,MG-MH,OAKLEY,0199-2024,CPE
50296,SF-2-B,199-2024,7216.147,35.256,SF-2-B,EAST PRICE HILL,0199-2024,CPE
50297,CC-M-B,199-2024,977.326,1.288,CC-M-B,MOUNT WASHINGTON,0199-2024,CPE
50298,RMX-B,199-2024,3857.7,11.165,RMX-B,HEIGHTS,0199-2024,CPE
50299,CC-A-B,199-2024,2567.846,7.545,CC-A-B,WEST END,0199-2024,CPE
50300,RF-R-B,199-2024,21953.709,152.484,RF-R-B,EAST END,0199-2024,CPE
50301,OL-B,199-2024,1195.973,1.721,OL-B,OAKLEY,0199-2024,CPE
50302,RMX-B,199-2024,1488.951,2.335,RMX-B,HYDE PARK,0199-2024,CPE
50303,CN-M-B,199-2024,1098.079,1.549,CN-M-B,KENNEDY HEIGHTS,0199-2024,CPE
50304,RMX-B,199-2024,6245.011,37.049,RMX-B,EVANSTON,0199-2024,CPE
50305,CC-P-B,199-2024,2949.105,5.34,CC-P-B,PLEASANT RIDGE,0199-2024,CPE
50306,SF-6-B,199-2024,24478.603,244.86,SF-6-B,KENNEDY HEIGHTS,0199-2024,CPE
50307,RM-2.0-B,199-2024,1233.129,2.074,RM-2.0-B,WESTWOOD,0199-2024,CPE
50308,RM-2.0-B,199-2024,2743.135,7.711,RM-2.0-B,HARTWELL,0199-2024,CPE
50309,OL-B,199-2024,1003.699,1.09,OL-B,HYDE PARK,0199-2024,CPE
50310,RM-1.2-B,199-2024,734.681,0.764,RM-1.2-B,OAKLEY,0199-2024,CPE
50311,SF-6-B,199-2024,2740.355,6.356,SF-6-B,HARTWELL,0199-2024,CPE
50312,RM-1.2-B,199-2024,6678.977,19.701,RM-1.2-B,HYDE PARK,0199-2024,CPE
50313,RM-1.2-B,199-2024,1792.065,3.364,RM-1.2-B,HYDE PARK,0199-2024,CPE
50314,CN-P-B,199-2024,3097.479,6.389,CN-P-B,MOUNT ADAMS,0199-2024,CPE
50315,SF-20-B,199-2024,11050.842,89.798,SF-20-B,PLEASANT RIDGE,0199-2024,CPE
50316,CC-M-B,199-2024,2734.236,5.163,CC-M-B,SAYLER PARK,0199-2024,CPE
50317,OL-B,199-2024,849.277,1.001,OL-B,HARTWELL,0199-2024,CPE
50318,SF-4-B,199-2024,16652.342,66.999,SF-4-B,WESTWOOD,0199-2024,CPE
50319,RMX-B,199-2024,4640.042,15.63,RMX-B,EVANSTON,0199-2024,CPE
50320,SF-6-B,199-2024,85652.316,633.271,SF-6-B,WESTWOOD,0199-2024,CPE
50321,CC-P-B,199-2024,1135.262,1.265,CC-P-B,KENNEDY HEIGHTS,0199-2024,CPE
50322,MG-B,199-2024,16964.903,85.755,MG-B,ROSELAWN,0199-2024,CPE
50323,CN-P-B,199-2024,3191.462,8.75,CN-P-B,EVANSTON,0199-2024,CPE
50324,CC-A-B,199-2024,3069.372,9.179,CC-A-B,EAST END,0199-2024,CPE
50325,SF-6-B,199-2024,15239.981,92.475,SF-6-B,HYDE PARK,0199-2024,CPE
50327,SF-6-B,199-2024,32411.175,223.301,SF-6-B,PLEASANT RIDGE,0199-2024,CPE
50328,SF-6-B,199-2024,11251.795,56.895,SF-6-B,WEST PRICE HILL,0199-2024,CPE
50329,CC-A-B,199-2024,13055.51,43.799,CC-A-B,CAMP WASHINGTON,0199-2024,CPE
50330,SF-6-B,199-2024,6689.736,23.76,SF-6-B,HYDE PARK,0199-2024,CPE
50331,CC-M-B,199-2024,7989.531,17.292,CC-M-B,EAST PRICE HILL,0199-2024,CPE
50332,RMX-B,199-2024,4193.96,15.224,RMX-B,CAMP WASHINGTON,0199-2024,CPE
50333,SF-6-B,199-2024,11752.659,49.806,SF-6-B,MOUNT AIRY,0199-2024,CPE
50334,SF-6-B,199-2024,37988.391,327.093,SF-6-B,MOUNT AIRY,0199-2024,CPE
50335,SF-20-B,199-2024,67626.769,683.511,SF-20-B,HYDE PARK,0199-2024,CPE
50336,RM-1.2-B,199-2024,2123.645,3.592,RM-1.2-B,MOUNT WASHINGTON,0199-2024,CPE
50337,RM-2.0-B,199-2024,8684.165,24.598,RM-2.0-B,MOUNT LOOKOUT,0199-2024,CPE
50338,CC-P-B,199-2024,5583.487,17.81,CC-P-B,KENNEDY HEIGHTS,0199-2024,CPE
50339,CN-P-B,199-2024,2254.833,4.663,CN-P-B,EAST PRICE HILL,0199-2024,CPE
50340,RMX-B,199-2024,5992.203,32.048,RMX-B,EAST END,0199-2024,CPE
50341,CN-P-B,199-2024,4873.63,15.667,CN-P-B,HYDE PARK,0199-2024,CPE
50342,CC-M-B,199-2024,6207.511,14.084,CC-M-B,LOWER PRICE HILL,0199-2024,CPE
50343,SF-4-B,199-2024,12774.233,77.253,SF-4-B,WESTWOOD,0199-2024,CPE
50344,RMX-B,199-2024,5892.961,14.833,RMX-B,LOWER PRICE HILL,0199-2024,CPE
50345,SF-4-B,199-2024,2641.557,5.969,SF-4-B,WEST PRICE HILL,0199-2024,CPE
50346,ML-B,199-2024,3739.538,11.734,ML-B,MADISONVILLE,0199-2024,CPE
50347,SF-2-B,199-2024,14915.301,59.967,SF-2-B,COLUMBIA TUSCULUM,0199-2024,CPE
50348,SF-4-B,199-2024,5374.96,26.029,SF-4-B,PLEASANT RIDGE,0199-2024,CPE
50349,SF-4-B,199-2024,3035.47,7.082,SF-4-B,SAYLER PARK,0199-2024,CPE
50350,SF-10-B,199-2024,22563.908,95.571,SF-10-B,HYDE PARK,0199-2024,CPE
50351,RMX-B,199-2024,10652.211,60.012,RMX-B,OAKLEY,0199-2024,CPE
50352,RM-1.2-B,199-2024,4686.197,9.932,RM-1.2-B,MOUNT WASHINGTON,0199-2024,CPE
50353,MG-B,199-2024,7694.215,26.355,MG-B,EVANSTON,0199-2024,CPE
50354,RMX-B,199-2024,2665.042,4.167,RMX-B,COLUMBIA TUSCULUM,0199-2024,CPE
50355,RMX-B,199-2024,4359.261,17.908,RMX-B,EVANSTON,0199-2024,CPE
50356,CC-P-B,199-2024,557.578,0.377,CC-P-B,MOUNT WASHINGTON,0199-2024,CPE
50357,CN-M-B,199-2024,1543.334,2.989,CN-M-B,WEST END,0199-2024,CPE
50358,SF-2-B,199-2024,8866.983,33.1,SF-2-B,MOUNT ADAMS,0199-2024,CPE
50359,OL-B,199-2024,1471.76,2.556,OL-B,HYDE PARK,0199-2024,CPE
50360,CN-M-B,199-2024,1738.345,2.695,CN-M-B,EVANSTON,0199-2024,CPE
50361,CC-A-B,199-2024,6106.519,14.953,CC-A-B,EAST PRICE HILL,0199-2024,CPE
50362,SF-2-B,199-2024,3341.231,13.534,SF-2-B,CAMP WASHINGTON,0199-2024,CPE
50363,RM-1.2-B,199-2024,3814.52,11.755,RM-1.2-B,MOUNT WASHINGTON,0199-2024,CPE
50364,CC-P-B,199-2024,5981.951,22.449,CC-P-B,WALNUT HILLS,0199-2024,CPE
50365,RM-1.2-B,199-2024,3579.986,6.476,RM-1.2-B,MOUNT LOOKOUT,0199-2024,CPE
50366,CC-P-B,199-2024,655.269,0.613,CC-P-B,MOUNT WASHINGTON,0199-2024,CPE
50367,SF-4-B,199-2024,5117.04,12.972,SF-4-B,COLUMBIA TUSCULUM,0199-2024,CPE
50368,SF-6-B,199-2024,29043.178,294.878,SF-6-B,SAYLER PARK,0199-2024,CPE
50369,CC-M-B,199-2024,1547.13,1.52,CC-M-B,KENNEDY HEIGHTS,0199-2024,CPE
50370,SF-2-B,199-2024,10293.89,61.733,SF-2-B,EAST PRICE HILL,0199-2024,CPE
50371,SF-6-B,199-2024,5101.927,19.362,SF-6-B,WEST PRICE HILL,0199-2024,CPE
50372,CC-M-B,199-2024,741.772,0.741,CC-M-B,WALNUT HILLS,0199-2024,CPE
50373,CC-P-B,199-2024,3259.133,9.455,CC-P-B,WALNUT HILLS,0199-2024,CPE
50374,CC-M-B,199-2024,12022.779,38.446,CC-M-B,WEST PRICE HILL,0199-2024,CPE
50375,CN-P-B,199-2024,3637.937,5.855,CN-P-B,COLUMBIA TUSCULUM,0199-2024,CPE
50376,CC-M-B,199-2024,4404.39,11.941,CC-M-B,MADISONVILLE,0199-2024,CPE
50377,CC-A-B,199-2024,7012.6,19.185,CC-A-B,EAST PRICE HILL,0199-2024,CPE
50378,CC-P-B,199-2024,3565.299,5.214,CC-P-B,EAST PRICE HILL,0199-2024,CPE
50380,CC-A-B,199-2024,10444.043,30.69,CC-A-B,HARTWELL,0199-2024,CPE
50381,CC-P-B,199-2024,2980.991,4.823,CC-P-B,WEST PRICE HILL,0199-2024,CPE
50382,SF-6-B,199-2024,83124.878,894.456,SF-6-B,MOUNT WASHINGTON,0199-2024,CPE
50383,CC-P-B,199-2024,7804.254,23.561,CC-P-B,PLEASANT RIDGE,0199-2024,CPE
50384,CN-M-B,199-2024,1668.733,3.067,CN-M-B,EVANSTON,0199-2024,CPE
50385,SF-4-B,199-2024,8423.235,26.404,SF-4-B,MOUNT LOOKOUT,0199-2024,CPE
50386,RM-2.0-B,199-2024,3160.115,9.825,RM-2.0-B,HARTWELL,0199-2024,CPE
50387,RM-1.2-B,199-2024,1947.293,3.249,RM-1.2-B,EAST PRICE HILL,0199-2024,CPE
50388,RM-1.2-B,199-2024,3091.121,7.531,RM-1.2-B,WALNUT HILLS,0199-2024,CPE
50389,CN-M-B,199-2024,8871.306,33.158,CN-M-B,HARTWELL,0199-2024,CPE
50390,CN-M-B,199-2024,4570.574,11.57,CN-M-B,HYDE PARK,0199-2024,CPE
50391,SF-4-B,199-2024,9417.383,68.586,SF-4-B,CARTHAGE,0199-2024,CPE
50392,SF-6-B,199-2024,11483.112,109.989,SF-6-B,HARTWELL,0199-2024,CPE
50393,OL-B,199-2024,1119.756,1.138,OL-B,HYDE PARK,0199-2024,CPE
50394,RMX-B,199-2024,6535.976,19.738,RMX-B,WEST PRICE HILL,0199-2024,CPE
50395,RMX-B,199-2024,2676.119,6.019,RMX-B,PLEASANT RIDGE,0199-2024,CPE
50396,RM-1.2-B,199-2024,2324.84,4.681,RM-1.2-B,PLEASANT RIDGE,0199-2024,CPE
50397,SF-2-B,199-2024,10012.276,31.045,SF-2-B,EAST PRICE HILL,0199-2024,CPE
50398,CC-M-B,199-2024,1117.437,1.042,CC-M-B,EAST WALNUT HILLS,0199-2024,CPE
50399,SF-4-B,199-2024,11197.894,46.903,SF-4-B,EAST PRICE HILL,0199-2024,CPE
50400,CN-P-B,199-2024,4404.998,13.844,CN-P-B,MOUNT LOOKOUT,0199-2024,CPE
50401,CN-M-B,199-2024,7624.354,12.323,CN-M-B,EAST END,0199-2024,CPE
50402,CC-P-B,199-2024,4481.31,9.211,CC-P-B,MOUNT AIRY,0199-2024,CPE
50403,SF-4-B,199-2024,3796.112,8.784,SF-4-B,WALNUT HILLS,0199-2024,CPE
50404,CC-M-B,199-2024,2947.596,7.822,CC-M-B,WESTWOOD,0199-2024,CPE
50405,CN-M-B,199-2024,2390.463,6.195,CN-M-B,OAKLEY,0199-2024,CPE
50406,CC-P-B,199-2024,3149.441,6.191,CC-P-B,EAST WALNUT HILLS,0199-2024,CPE
50407,SF-6-B,199-2024,30351.258,247.003,SF-6-B,WEST PRICE HILL,0199-2024,CPE
50408,RMX-B,199-2024,5506.577,23.805,RMX-B,KENNEDY HEIGHTS,0199-2024,CPE
50409,CC-M-B,199-2024,1862.619,4.603,CC-M-B,MOUNT WASHINGTON,0199-2024,CPE
50410,OG-B,199-2024,4541.985,16.005,OG-B,WALNUT HILLS,0199-2024,CPE
50411,RM-1.2-B,199-2024,8526.636,26.008,RM-1.2-B,PLEASANT RIDGE,0199-2024,CPE
50412,SF-6-B,199-2024,94840.086,671.229,SF-6-B,HYDE PARK,0199-2024,CPE
50413,CC-P-B,199-2024,2086.019,2.677,CC-P-B,EAST WALNUT HILLS,0199-2024,CPE
50414,CC-M-B,199-2024,4374.722,18.062,CC-M-B,EAST END,0199-2024,CPE
50415,CC-A-B,199-2024,2219.212,7.018,CC-A-B,EAST PRICE HILL,0199-2024,CPE
50416,SF-4-B,199-2024,3312.508,11.001,SF-4-B,HARTWELL,0199-2024,CPE
50417,OL-B,199-2024,2444.386,3.53,OL-B,HYDE PARK,0199-2024,CPE
50418,RMX-B,199-2024,4940.844,10.721,RMX-B,EAST WALNUT HILLS,0199-2024,CPE
50419,RM-1.2-B,199-2024,3622.091,8.088,RM-1.2-B,WESTWOOD,0199-2024,CPE
50420,RM-0.7-B,199-2024,1287.242,2.13,RM-0.7-B,HYDE PARK,0199-2024,CPE
50421,CC-M-B,199-2024,2968.575,6.176,CC-M-B, ,0199-2024,CPE
50422,RM-2.0-B,199-2024,1469.752,2.19,RM-2.0-B,SAYLER PARK,0199-2024,CPE
50423,RM-1.2-B,199-2024,1848.934,2.761,RM-1.2-B,MOUNT LOOKOUT,0199-2024,CPE
50424,SF-4-B,199-2024,24859.689,168.153,SF-4-B,OAKLEY,0199-2024,CPE
50425,CC-M-B,199-2024,3356.021,6.094,CC-M-B,MOUNT AIRY,0199-2024,CPE
50426,RM-2.0-B,199-2024,6553.034,19.121,RM-2.0-B,MOUNT WASHINGTON,0199-2024,CPE
50427,CC-A-B,199-2024,1832.642,3.822,CC-A-B,WEST END,0199-2024,CPE
50428,SF-6-B,199-2024,9287.733,44.602,SF-6-B,PLEASANT RIDGE,0199-2024,CPE
50429,RMX-B,199-2024,5015.339,14.575,RMX-B,MOUNT ADAMS,0199-2024,CPE
50430,CC-M-B,199-2024,2277.664,2.718,CC-M-B,EAST WALNUT HILLS,0199-2024,CPE
50431,RMX-B,199-2024,2008.724,3.644,RMX-B,EAST PRICE HILL,0199-2024,CPE
50432,SF-6-B,199-2024,1403.444,2.721,SF-6-B,HYDE PARK,0199-2024,CPE
50433,SF-4-B,199-2024,2645.363,5.986,SF-4-B,WESTWOOD,0199-2024,CPE
50434,RM-1.2-B,199-2024,12448.825,54.63,RM-1.2-B,WEST END,0199-2024,CPE
50435,RMX-B,199-2024,6053.73,18.747,RMX-B,OAKLEY,0199-2024,CPE
50436,CC-M-B,199-2024,2433.202,5.669,CC-M-B,MOUNT WASHINGTON,0199-2024,CPE
50437,SF-2-B,199-2024,13446.94,144.444,SF-2-B,WEST PRICE HILL,0199-2024,CPE
50438,SF-4-B,199-2024,2725.888,6.565,SF-4-B,WEST PRICE HILL,0199-2024,CPE
50439,SF-2-B,199-2024,4985.267,17.862,SF-2-B,EAST END,0199-2024,CPE
50440,CC-M-B,199-2024,1847.57,2.8,CC-M-B,HYDE PARK,0199-2024,CPE
50441,CC-M-B,199-2024,729.565,0.762,CC-M-B,MOUNT WASHINGTON,0199-2024,CPE
50442,MG-B,199-2024,3497.091,13.01,MG-B,EAST END,0199-2024,CPE
50443,ML-B,199-2024,5021.264,22.388,ML-B,EAST END,0199-2024,CPE
50444,CC-M-B,199-2024,1304.588,1.97,CC-M-B,EAST PRICE HILL,0199-2024,CPE
50445,CC-M-B,199-2024,9317.101,35.498,CC-M-B,OAKLEY,0199-2024,CPE
50446,CC-P-B,199-2024,2091.214,5.314,CC-P-B,MOUNT WASHINGTON,0199-2024,CPE
50447,RM-2.0-B,199-2024,10857.151,48.871,RM-2.0-B,MOUNT AIRY,0199-2024,CPE
50448,OL-B,199-2024,854.453,1.039,OL-B,HYDE PARK,0199-2024,CPE
50449,CC-P-B,199-2024,1761.615,2.504,CC-P-B,MOUNT WASHINGTON,0199-2024,CPE
50450,RM-2.0-B,199-2024,8183.023,50.005,RM-2.0-B,MOUNT AIRY,0199-2024,CPE
50451,CN-M-B,199-2024,1892.067,2.674,CN-M-B,EAST END,0199-2024,CPE
50452,SF-4-B,199-2024,26626.927,262.853,SF-4-B,EAST PRICE HILL,0199-2024,CPE
50453,CC-M-B,199-2024,821.802,0.906,CC-M-B,MOUNT WASHINGTON,0199-2024,CPE
50454,SF-4-B,199-2024,2006.369,2.45,SF-4-B,MOUNT WASHINGTON,0199-2024,CPE
50455,CC-P-B,199-2024,4404.07,13.034,CC-P-B,MOUNT WASHINGTON,0199-2024,CPE
50456,SF-20-B,199-2024,13302.469,91.488,SF-20-B,HYDE PARK,0199-2024,CPE
50457,CN-P-B,199-2024,1169.261,1.635,CN-P-B,COLUMBIA TUSCULUM,0199-2024,CPE
50458,SF-6-B,199-2024,644.925,0.571,SF-6-B,WEST PRICE HILL,0199-2024,CPE
50459,CN-M-B,199-2024,1999.412,2.475,CN-M-B,WEST END,0199-2024,CPE
50460,OL-B,199-2024,394.269,0.193,OL-B,HYDE PARK,0199-2024,CPE
50461,CC-M-B,199-2024,5175.141,11.995,CC-M-B,EAST WALNUT HILLS,0199-2024,CPE
50462,RM-1.2-B,199-2024,19998.352,84.129,RM-1.2-B,EAST WALNUT HILLS,0199-2024,CPE
50463,RMX-B,199-2024,2915.541,6.509,RMX-B,EAST WALNUT HILLS,0199-2024,CPE
50464,RMX-B,199-2024,3229.719,5.872,RMX-B,EAST WALNUT HILLS,0199-2024,CPE
50465,RM-0.7-B,199-2024,4782.576,14.22,RM-0.7-B,LOWER PRICE HILL,0199-2024,CPE
50466,RMX-B,199-2024,3137.415,8.923,RMX-B,COLUMBIA TUSCULUM,0199-2024,CPE
50467,UM-B,199-2024,5440.014,13.081,UM-B,CAMP WASHINGTON,0199-2024,CPE
50468,MG-B,199-2024,156189.635,2422.285,MG-B,CAMP WASHINGTON,0199-2024,CPE
50469,RM-0.7-B,199-2024,13754.699,62.768,RM-0.7-B,WEST END,0199-2024,CPE
50470,RM-0.7-MH,199-2024,,,RM-0.7-M,WEST END,0199-2024,CPE
50471,RM-0.7-MH,199-2024,,,RM-0.7-M,WEST END,0199-2024,CPE
50472,RM-0.7-MH,199-2024,,,RM-0.7-M,WEST END,0199-2024,CPE
50473,RM-1.2-MH,199-2024,,,RM-1.2-M,WEST END,0199-2024,CPE
50474,RM-1.2-MH,199-2024,,,RM-1.2-M,WEST END,0199-2024,CPE
50475,RM-1.2-MH,199-2024,,,RM-1.2-M,WEST END,0199-2024,CPE
50476,RM-0.7-MH,199-2024,,,RM-0.7-M,WEST END,0199-2024,CPE
50477,RM-0.7-MH,199-2024,,,RM-0.7-M,MOUNT ADAMS,0199-2024,CPE
50478,RM-2.0-MH,199-2024,,,RM-2.0-M,MOUNT ADAMS,0199-2024,CPE
50479,RM-1.2-MH,199-2024,,,RM-1.2-M,MOUNT ADAMS,0199-2024,CPE
50480,RM-0.7-MH,199-2024,,,RM-0.7-M,LOWER PRICE HILL,0199-2024,CPE
50481,RM-0.7-MH,199-2024,,,RM-0.7-M,LOWER PRICE HILL,0199-2024,CPE
50482,RM-1.2-MH,199-2024,,,RM-1.2-M,SEDAMSVILLE,0199-2024,CPE
50483,RM-2.0-MH,199-2024,,,RM-2.0-M,EAST PRICE HILL,0199-2024,CPE
50577,RM-2.0-MH,199-2024,,,RM-2.0-M,SAYLER PARK,0199-2024,CPE
50578,RM-2.0-MH,199-2024,,,RM-2.0-M,SAYLER PARK,0199-2024,CPE
50881,RM-0.7-MH,199-2024,,,RM-0.7-M,EAST PRICE HILL,0199-2024,CPE
50882,RM-1.2-MH,199-2024,,,RM-1.2-M,EAST PRICE HILL,0199-2024,CPE
50883,RM-1.2-MH,199-2024,,,RM-1.2-M,EAST PRICE HILL,0199-2024,CPE
50884,RM-1.2-MH,199-2024,,,RM-1.2-M,EAST PRICE HILL,0199-2024,CPE
50885,RM-0.7-MH,199-2024,,,RM-0.7-M,EAST PRICE HILL,0199-2024,CPE
50886,RM-1.2-MH,199-2024,,,RM-1.2-M,EAST PRICE HILL,0199-2024,CPE
50887,RM-1.2-MH,199-2024,,,RM-1.2-M,EAST PRICE HILL,0199-2024,CPE
50888,RM-1.2-MH,199-2024,,,RM-1.2-M,WEST PRICE HILL,0199-2024,CPE
50889,RM-1.2-MH,199-2024,,,RM-1.2-M,WEST PRICE HILL,0199-2024,CPE
50890,RM-2.0-MH,199-2024,,,RM-2.0-M,WESTWOOD,0199-2024,CPE
50891,RM-1.2-MH,199-2024,,,RM-1.2-M,WESTWOOD,0199-2024,CPE
50892,RM-1.2-MH,199-2024,,,RM-1.2-M,WESTWOOD,0199-2024,CPE
50893,RM-2.0-MH,199-2024,,,RM-2.0-M,WESTWOOD,0199-2024,CPE
50894,RM-2.0-MH,199-2024,,,RM-2.0-M,WESTWOOD,0199-2024,CPE
50895,RM-2.0-MH,199-2024,,,RM-2.0-M,WESTWOOD,0199-2024,CPE
50896,RM-1.2-MH,199-2024,,,RM-1.2-M,WESTWOOD,0199-2024,CPE
50897,RM-1.2-MH,199-2024,,,RM-1.2-M,WESTWOOD,0199-2024,CPE
50898,T5N.SS-O-P,199-2024,,,T5N.SS-O,WESTWOOD,0199-2024,CPE
