OBJECTID,ZCODE_VERSION,ZONE_DESCRIPTION,NBHD_CONTEXT,ZONE_DISTRICT_GROUP,ZONE_USE_FORM,ZONE_DISTRICT,ZONE_DIST_TYPE,OVERLAY_DISTRICT,WAIVERS,CONDITIONS,PUD_NUM,PUD_STD_ZONE_DIST,ORD_NUM,ORD_YEAR,PBG,NOTES,PUD_DOCUMENT,GLOBALID,HEIGHT_STORIES,ADU,Shape_Area,Shape_Length
14823,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,22f3df5a-6f7b-47a4-9b3e-e9b54eda00db,,No,379416.8013,3463.042469
14824,1956,Former Chapter 59 Zone,,,999,B-A-1,Commercial Mixed Use,,,,,,463,1976,PBG,,NA.pdf,23d1029a-3132-442b-99bd-ec7e05c6ba3a,,No,317354.9082,2280.11474
14825,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,557,,135,2004,,,PUD 557.pdf,24212dd3-f50f-45f6-a0d9-d7c2d22ceccc,,No,33890.96045,738.2321719
14826,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-EI2,Commercial Mixed Use,,,,,,775,2015,,,NA.pdf,24560662-fc5b-49ce-b3ee-521a73b3b3ef,,Yes,76877.58691,1268.323332
14827,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,333,2010,,,NA.pdf,24773e86-7678-487e-82ad-8d65c3804a5f,,Yes,295038.3677,2897.673264
14828,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,24e10321-ec5d-4465-ad1a-1b68d80c1eab,,No,163074.2559,3079.283874
14829,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,,,,,392,1956,PBG,,NA.pdf,2533951e-662b-49c7-a51e-f0f3911b7dbd,,No,109097.834,1464.098837
14830,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,UO-2,,,,,333,2010,,,NA.pdf,254644d5-c396-4184-a413-8be3a38d70c2,,No,70814.70898,1715.185197
14831,2010,"Multi Unit  (MU, RH, RO)",SUBURBAN,S-MU,MU,S-MU-3,Residential,,,,,,1644,1962,,,NA.pdf,25541714-4bc9-4da2-a541-60ac884c9b3e,3,Yes,711014.8955,3880.096609
14832,2010,Special  (O-1),SPECIAL O-1,O,999,O-1,O-1,,,,,,333,2010,,,NA.pdf,255433cd-455d-4055-828a-501c4a796a47,,No,461098.7109,5547.153005
14833,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,,,,,137,1964,PBG,,NA.pdf,25642225-20d1-4cce-8441-f564de67b002,,No,124540.4453,1448.292258
14834,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,,,,,,333,2010,,,NA.pdf,25b11454-8ae5-4db1-b127-77166d411b53,,Yes,845161.0293,4792.860654
14835,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,207,,509,1986,,,PUD 207.pdf,25e41b0e-4693-45ee-a9cc-a7ce19be3189,,No,274514.7886,2462.692116
14836,1956,Former Chapter 59 Zone,,,999,C-MU-10,Commercial Mixed Use,,WVRS,,,,36,2009,,,NA.pdf,266848b6-53b7-42a2-94bc-a9e61b0e0bec,,Yes,866956.709,3989.050167
14837,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-D,Residential,,,,,,333,2010,,,NA.pdf,268ce4b8-8b06-4471-bc26-45c5b56bc368,,No,443408.4014,3488.111367
14838,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,27759139-cc91-4e8d-972b-530d11fe3e03,,No,138319.2974,2123.572638
14839,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,27a3dc05-f4c3-4f32-857c-a29ed58fdb9e,,No,81559.0625,1588.95357
14840,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,215,,876,1986,,,PUD 215.pdf,27b03c6d-9c69-49a6-b10b-81debe6fecb3,,No,10988.06006,441.9487206
14841,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-NWC,Commercial Mixed Use,UO-2,,,,,325,2015,,,NA.pdf,27e66eca-a772-4d63-b7e8-a536fe82d52b,,Yes,438868.958,4373.676934
14842,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,WVRS,*,,,77,1986,,,NA.pdf,2853db27-909c-4e78-ba75-7a001aef74bc,,No,5472605.318,12974.42352
14843,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,156,2005,,,NA.pdf,2854aa63-4882-4ffb-82a2-49aac4eda348,,Yes,50340.33496,926.6762483
14844,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,113,,743,1983,,,PUD 113.pdf,288aa0ad-392b-485f-a544-156b592ba388,,No,65724.56055,1112.547383
14845,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,28ed9ecc-5b58-45ae-a56f-8f5b8833299a,,No,849913.6348,5040.981502
14846,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,,,,,,333,2010,,,NA.pdf,298858e4-82f4-4557-a18b-39f527a60317,,No,108687.8179,1649.54516
14847,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,339,,770,1993,,,PUD 339.pdf,299b5a52-6662-4852-9665-d9405ebb76a9,,No,20645.87402,578.1474049
14848,1956,Former Chapter 59 Zone,,,999,B-3,Commercial Mixed Use,,,,,,578,1981,PBG,,NA.pdf,2a0842c9-58f3-4ea0-9692-179bbf78c9d2,,No,371862.4009,2639.232493
14849,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,,MX,S-MX-5A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,2a3d3fd3-0ba7-41d2-a2ac-4d6a59bc5a4f,5,Yes,333377.3228,2489.382141
14850,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-EI,Commercial Mixed Use,UO-3,,,,,333,2010,,,NA.pdf,2a9138bd-94c2-4ceb-8fa1-64d148a5dfd6,,Yes,6264632.007,15868.58023
14851,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,125,,184,1984,,,PUD 125.pdf,2abb5a94-9345-4cc0-a3ae-73ecf89f8a6b,,No,8460.03125,440.810433
14852,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,WVRS,,,,277,1986,,,NA.pdf,2abfd3f8-8192-4889-a6d1-b97f9354524e,,No,37872.41943,784.356905
14853,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,2af1b636-5832-4eb4-8d9e-9c6fbe4a7877,,No,137035.792,3376.425777
14854,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,UO-3,,,,,333,2010,,,NA.pdf,2b91110d-6861-434b-aff3-fc1253da6494,,Yes,57298.04053,1899.917195
14855,1956,Former Chapter 59 Zone,,,999,R-2,Residential,,,,,,392,1956,PBG,,NA.pdf,2b94ebf8-8af8-4260-893e-867bd84a3f5e,,No,26386.26563,649.3787477
14856,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,2c58d275-508c-40cb-b0df-21448b80b31a,,No,622457.917,7928.416502
14857,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,2c6fc71a-5c0c-485f-9943-5e19930a8f5f,,No,46398.87299,1506.299628
14858,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,101,,411,1983,,,PUD 101.pdf,2d17fd37-5065-4640-864b-b8b952143eff,,No,45056.67773,878.4558251
14859,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,340,1969,PBG,,NA.pdf,2d3da26d-7fec-43b3-b670-22a8a65c6a10,,No,4690056.254,15493.46224
14860,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,WVRS,*,,,244,1993,,,NA.pdf,2d55808d-95aa-44f6-9b5c-2f5c2ca2f04a,,No,32044.05957,720.6621929
14861,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,182,,632,1985,,,PUD 182.pdf,2d6f20e4-7ff8-4e15-87a0-f5ad6fa03f19,,No,8121.511719,429.9174716
14862,2010,Industrial - General  (I-B),SPECIAL INDUSTRIAL,I,999,I-B,Industrial,UO-2,,,,,333,2010,,,NA.pdf,2da7fdb4-de62-4f6b-b346-b4a0bc1dfa8d,,No,3101205.441,7082.950187
14864,2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3A,Commercial Mixed Use,,,,,,1644,2025,,,NA.pdf,2e686276-2015-4036-b410-6246396bfc02,3,Yes,162373.7539,1656.206766
14865,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,,,,,,1304,2024,,,NA.pdf,2e75ae97-85ad-4947-b13b-ad9985a97c7c,,Yes,7214135.467,22706.23987
14866,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,,*,,,149,2008,,,NA.pdf,2eaccfc7-89ce-45b9-8041-f4d555209eda,,Yes,56078.48389,994.8705415
14867,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,2ed11738-4a9a-49cd-9d27-484c79014876,,No,214489.3784,2220.835192
14868,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,596,,837,2006,,,PUD 596.pdf,2ef74a9d-be5d-42ce-851f-d113665a3fe2,,No,12058.51807,455.2003124
14869,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-C,Residential,,,,,,333,2010,,,NA.pdf,2f2d34aa-f20c-49c6-9fcc-153fa06ddf5c,,Yes,82725.55957,1369.279611
14870,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-H2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,2fc3eb2d-8b0b-4122-bb89-17790194bf44,,No,10004034.26,14343.51277
14871,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-D,Residential,,,,,,333,2010,,,NA.pdf,303757f3-aded-412c-8e8b-858db7a2a7d1,,No,231715.4209,2999.421504
14872,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-G,Residential,,,,,,333,2010,,,NA.pdf,30515fc7-db55-4d64-9f28-2036f9928d47,,No,870407.9478,7618.908984
14873,1956,Former Chapter 59 Zone,,,999,GTWY,Commercial Mixed Use,,,,,,801,1999,,GTWY Use Area OSU,NA.pdf,3059ef73-67ce-4412-a9f9-9bd63956d875,,No,145287.1353,1526.065037
14874,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,307a76e7-fca9-4986-b053-85e5b8ed9c85,,No,1572832.357,8009.291
14875,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,451,1978,PBG,,NA.pdf,30de2882-d359-4f2f-ae14-9020a49128a3,,No,4432990.73,11182.77705
14876,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,258,2013,,,NA.pdf,31140878-eda9-41ee-966a-400daccdd1aa,,No,155133.9741,1598.186114
14877,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,333,2010,,,NA.pdf,3116af5a-4e7d-4dc0-b247-decc77770243,,Yes,242681.6582,2694.108833
14878,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,WVRS,*,,,935,2004,,,NA.pdf,316fa954-fadc-4a07-870f-f1a4f21feb34,,Yes,302105.896,2899.888414
14879,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,130,,268,1984,,,PUD 130.pdf,31746183-f40d-4e1a-9b22-c290172e5e4d,,No,8743.248535,444.3916703
14880,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",,,,,406,1965,PBG,,NA.pdf,31d3e25b-5929-4ee2-b041-23d25a4051e9,,No,629931.4834,3412.481607
14881,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,481,2007,PBG, ,NA.pdf,324a5013-6e38-4a21-9dbf-b738000c7fcf,,No,202482.0459,1909.257909
14882,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,,,,,964,2002,PBG,,NA.pdf,324c78dc-bb99-4d7c-9a4a-df988e856d5e,,Yes,567058.5781,3832.130809
14883,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-EI,Commercial Mixed Use,UO-3,,,,,333,2010,,,NA.pdf,326312e4-5a55-46c2-a626-9b3ef51dce9a,,Yes,778283.9292,3503.309026
14884,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,,,,949,2005,,,NA.pdf,32acf4ba-fa9f-400f-ad80-a8f84b322703,,No,3294050.913,14585.16463
14885,1956,Former Chapter 59 Zone,,,999,R-3-X,Residential,,WVRS,,,,223,1969,,,NA.pdf,33d23d64-3a94-4646-a486-2325dbd0327a,,No,442561.7749,2660.19348
14886,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,,,,,,333,2010,,,NA.pdf,33e7e957-1539-4d04-8929-725ceb7666da,,No,108525.1191,1385.283336
14887,1956,Former Chapter 59 Zone,,,999,H-1-A,Commercial Mixed Use,,WVRS,*,,,153,1992,,,NA.pdf,34123f81-945e-432f-857e-2a9543cb81b0,,No,19633.55908,566.0063663
14888,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,190,,63,1986,,,PUD 190.pdf,34210322-7edd-42bc-9101-653919d521b7,,No,56187.82666,1000.484414
14889,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,489,,108,2000,,,PUD 489.pdf,34579e06-c600-43f0-a4d9-ca82a1cab336,,No,23395.53467,615.8147442
14890,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,347996c9-99ce-4398-9b88-d34d51bd45cf,,No,3359506.191,10338.36915
14891,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-FX,Residential,,,,,,333,2010,,,NA.pdf,347f398e-b8fc-4fb6-ba64-0de1b3acff03,,No,4273566.236,8505.171005
14892,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-H2,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,34a2f3d6-7445-49ac-a202-2ca834367161,,No,159425.7012,1640.078504
14893,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,355,1962,PBG,,NA.pdf,34a476d3-42ed-42f6-9b07-fb7df9b97201,,No,99670.33789,1266.347444
14894,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B2,Residential,,,,,,333,2010,, ,NA.pdf,34b8377b-9b43-49b3-aae4-e17e0d4589ad,,Yes,273375.2568,2855.902506
14895,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,392,1956,PBG,,NA.pdf,34bcebd4-2ea9-410e-aeeb-83e52565b927,,No,91541.11084,1628.454672
14896,1956,Former Chapter 59 Zone,,,999,B-2,Commercial Mixed Use,,WVRS,*,,,662,2004,,,NA.pdf,35cba22e-f2b2-4d1a-a637-a7da991f1ad4,,No,17241.96582,538.2700179
14897,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,275,1963,PBG,,NA.pdf,35e04e58-1647-4348-9406-3eef065ae015,,No,5337.253418,306.7696332
14898,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-B,Residential,UO-3,,,,,333,2010,,,NA.pdf,365ed956-3cac-4f42-b068-b7f94cd4bcab,,Yes,686096.7466,5172.658137
14899,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,36cbfca7-4fb5-43c2-9851-eac13701fb57,,No,740131.9561,3872.671943
14900,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,36d70713-0b7f-4b8e-bd53-5d9f48c27525,,No,497700.6699,3314.247948
14901,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,116,,1,1984,,,PUD 116.pdf,36e113a0-20d4-46ab-b331-09851bf18bde,,No,16996.39258,571.6731672
14902,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,347,,20,1994,,,PUD 347.pdf,36f1d269-f307-4bdc-b342-1a81132f7256,,No,8468.839844,438.7190878
14903,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,404,,328,1996,,,PUD 404.pdf,37036846-b119-48d9-be86-2f8327b8e261,,No,32110.52881,717.4810388
14904,1956,Former Chapter 59 Zone,,,999,C-MU-20,Commercial Mixed Use,,WVRS,,,,63,2010,,,NA.pdf,3717ffcd-7040-4b8f-ab47-154fd97c6d94,,Yes,2527924.979,10286.34813
14905,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,937,2004,,,NA.pdf,37b3ce4f-d7f5-450b-a5b1-013e92f26c8e,,Yes,218273.3403,2660.672878
14906,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-EI2,Commercial Mixed Use,,WVRS,,,,253,2016,,,NA.pdf,37c319e7-4d62-4715-8cfe-c86844dbfb1e,,Yes,47875.67383,886.9660868
14907,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,480,,294,1999,,,PUD 480.pdf,38134b72-5cd8-4d8f-b938-518c153ccbf8,,No,113611.6616,1454.424587
14908,2010,Open Space - Conservation  (OS-C),SPECIAL OPEN SPACE,OS,999,OS-C,Open Space,,,,,,333,2010,,,NA.pdf,38247ae3-11ec-4b2f-9210-e240966e7ec8,,No,459353.1343,9552.937407
14909,1956,Former Chapter 59 Zone,,,999,R-MU-20,Residential,,WVRS,*,,,801,2006,,,NA.pdf,385b82cb-d37d-4465-9512-9221690c81cb,,Yes,6207423.067,12673.56562
14910,1956,Former Chapter 59 Zone,,O,999,O-2,Open Space,,,,,,883,1974,PBG,,NA.pdf,3874f2c4-6ab1-4c63-8e85-3afc8024bc98,,No,109781.3105,4546.393413
14911,1956,Former Chapter 59 Zone,,,999,R-4,Residential,,,,,,534,2006,PBG,,NA.pdf,38a3d752-5182-483d-acfd-d967b1f6cfe7,,No,358926.7881,3015.868488
14912,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,464,1964,PBG,,NA.pdf,390f1329-c560-4450-a082-76d03a1de001,,No,881312.6006,4005.081552
14913,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,387,,872,1995,,,PUD 387.pdf,3931023e-0a32-4ed4-953c-6ed1afcebf0b,,No,696374.291,5182.141652
14914,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,419,,933,1996,,,PUD 419.pdf,393397a6-5815-4096-9a99-197390d72a47,,No,8504.288574,436.8920659
14915,2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,999,OS-B,Open Space,,,,,,333,2010,,,NA.pdf,3941780e-4ca1-43ee-aab0-fe33864ea3b5,,No,31692.72705,722.4525794
14916,1956,Former Chapter 59 Zone,,,999,B-8-A,Commercial Mixed Use,OD-5,,,,,486,2003,PBG,,NA.pdf,397f5f72-8f3c-43c2-9300-7f3f7b96dc8e,,No,57078.51611,1068.479847
14917,2010,Two Unit  (TU),URBAN,U-TU,TU,U-TU-C,Residential,,,,,,333,2010,,,NA.pdf,39865657-dff8-436a-b9a8-fa057efba54d,,Yes,412273.77,3285.103595
14918,2010,"Planned Unit Development  (PUD-D, PUD-G)",SPECIAL PUD,PUD,999,PUD-G,PUD,,,,#2,C-CCN,179,2012,,Standard Zone Dist: C-CCN,PUD_G_2.pdf,39af806c-cd0a-404b-9b45-51dd46cb0fab,,No,168547.8086,1657.789686
14919,1956,Former Chapter 59 Zone,,,999,R-4,Residential,,,,,,425,1957,PBG,,NA.pdf,39f650ff-026c-4d35-b98b-3fc06bef9aa3,,No,136538.918,1750.56573
14920,1956,Former Chapter 59 Zone,,,999,R-2-A,Residential,,,,,,595,1972,PBG,,NA.pdf,3a1a28ed-94af-4ebb-8abf-ad40139c3c47,,No,1037390.503,5491.056444
14921,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,341,1979,PBG,,NA.pdf,3a7ec35a-c85f-47a3-bd33-f1cec52743c0,,No,7199459.124,15033.59828
14922,1956,Former Chapter 59 Zone,,,999,R-MU-30,Residential,,WVRS,,,,195,2007,,,NA.pdf,3adc7e48-16ec-46b5-89e5-280a661ee939,,Yes,374083.7642,3011.549049
14924,1956,Former Chapter 59 Zone,,,999,R-1,Residential,,,,,,355,1962,PBG,,NA.pdf,3b4ce73e-cdfa-4e7d-9edc-258ae0c6595d,,No,38884.09033,908.6154777
14925,2010,"Multi Unit  (MU, RH, RO)",GENERAL URBAN,G-RO,RO,G-RO-3,Residential,,,,,,1644,2025,,,NA.pdf,3b5a438d-f125-4202-a3db-453f2368049d,3,Yes,7825.292969,411.5134565
14926,2010,"Downtown  (AS, C, CPV, GT, LD, TD)",DOWNTOWN,D-LD,999,D-LD,Commercial Mixed Use,UO-1,,,,,333,2010,,,NA.pdf,3b5c903d-4157-417b-a275-898491c37b29,,Yes,3625106.451,8867.39595
14927,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,466,,727,1998,,,PUD 466.pdf,3b704326-fdac-4b97-a3e2-2c5a606519fe,,No,23187.37549,614.8294005
14928,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,380,,706,1995,,,PUD 380.pdf,3bd3c18b-a330-4b55-952d-607a001a7c4e,,No,288674.7837,2275.325228
14929,2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,999,I-A,Industrial,"UO-1, UO-2",,,,,333,2010,,,NA.pdf,3c2550e6-68af-4a01-af02-de0061c25b2c,,No,150909.854,1661.619361
14932,2010,Open Space - Public Parks  (OS-A),SPECIAL OPEN SPACE,OS,999,OS-A,Open Space,,,,,,333,2010,,,NA.pdf,3db97675-b0fa-4ae7-9b22-3cea9b47a407,,No,589964.9917,3102.107137
14933,2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,999,CMP-H,Commercial Mixed Use,,,,,,333,2010,,,NA.pdf,3e1dafff-7917-4e0b-b058-1a64337ac949,,No,933044.1831,4110.278622
14934,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,472,,164,1999,,,PUD 472.pdf,3e5e69b4-0bb3-448d-bc09-bb2c093db499,,No,25327.25732,637.3527677
14935,2010,Single Unit  (SU),SUBURBAN,S-SU,SU,S-SU-D,Residential,,,,,,333,2010,,,NA.pdf,3e838706-4d50-4e89-ad79-848c72e8ca94,,No,5239050.448,12806.12561
14936,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-C,Residential,,,,,,333,2010,,,NA.pdf,3efb9ecd-c338-414c-91a8-5f8eb8f737c4,,Yes,619283.3384,4325.504096
14937,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,13,,441,1979,,,PUD 13.pdf,3fb752e7-653a-4ad4-8c31-a381b6048818,,No,17769.78906,551.0157425
14938,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,488,,106,2000,,,PUD 488.pdf,401fa853-253f-4530-a554-fd759d41b145,,No,15483.32715,521.0203914
14939,2010,Open Space - Conservation  (OS-C),SPECIAL OPEN SPACE,OS,999,OS-C,Open Space,,,,,,333,2010,,,NA.pdf,40c2b6d5-b0df-49bf-932c-a1655370491d,,No,40673.44189,1039.874985
14940,2010,Single Unit  (SU),URBAN,U-SU,SU,U-SU-B,Residential,,,,,,1304,2024,,,NA.pdf,40ca5353-d015-4a0d-892c-8777ebeaf096,,Yes,749068.8149,4115.990535
14941,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-D,Residential,,,,,,1304,2024,,,NA.pdf,40e1ae39-6bfb-4654-877e-bf50eca5e223,,Yes,680926.1006,4500.03462
14942,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,560,,210,2004,,,PUD 560.pdf,40e7b125-3f5f-428a-8353-ee6555839cf4,,No,61256.3042,1156.555134
14943,2010,Two Unit  (TU),URBAN EDGE,E-TU,TU,E-TU-B,Residential,,,,,,333,2010,,,NA.pdf,40ef259a-77ef-4a25-a17b-4865a37208f9,,Yes,221314.3374,2004.67901
14944,1956,Former Chapter 59 Zone,,,999,B-8,Commercial Mixed Use,"UO-1, UO-2",WVRS,,,,325,1985,,,NA.pdf,4157b3ae-2588-43f6-8284-2c7e3593e034,,No,8862977.444,16783.29539
14945,1956,Former Chapter 59 Zone,,,999,B-A-1,Commercial Mixed Use,,WVRS,,,,576,1972,,,NA.pdf,41866a6a-9187-4ad1-b4ce-ab364a39df41,,No,49665.24512,910.9954471
14946,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,168,,364,1985,,,PUD 168.pdf,418e6fbd-f83e-417f-83f1-bc3caae4d84c,,No,1328146.8,5228.121462
14947,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,265,,304,1989,,,PUD 265.pdf,41ac4e1a-0dce-47fb-906c-636febc64950,,No,11260.35254,474.9083031
14948,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,443,,831,1997,,,PUD 443.pdf,427809d7-8b04-4829-9a9c-cfb624faf992,,No,32250.23486,720.3263587
14949,1956,Former Chapter 59 Zone,,,999,GTWY,Commercial Mixed Use,AIO,,,,,28,1998,,GTWY Use Area MU2,NA.pdf,428694f8-1181-4ea3-977d-42a9ad80d3e0,,No,442958.7798,2662.439574
14950,1956,Former Chapter 59 Zone,SPECIAL PUD,PUD,999,PUD,PUD,,,,536,,444,2002,,,PUD 536.pdf,428f9231-44b3-4a35-932b-fa578f6b0dce,,No,193228.7935,1772.285075
14951,2010,Single Unit  (SU),URBAN EDGE,E-SU,SU,E-SU-DX,Residential,,,,,,1644,2025,,,NA.pdf,42ab5d97-3082-4d03-90d5-1c00afc97a17,,Yes,20747.39209,582.0556953
14952,1956,Former Chapter 59 Zone,,,999,B-4,Commercial Mixed Use,"UO-1, UO-2",WVRS,*,,,907,1995,,,NA.pdf,42ae9ab3-832c-4dd4-81df-7a7ec55f39fd,,No,897913.1538,3815.457516
